PRIVATE SALE,Unnamed: 18,SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,YEARFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,UTT,STATUS,TDAM,tSire,tSireofdam,url-ut
,,2023,Y,23FTKOCT,2023-10-24,1,2,683,683,No Horse,No Horse,,,2022-04-29,2022,1,B,C,,Y,,,KY,UNIFIED,UNIFIED,JOONBI,JOONBI,POLLARD'S VISION,POLLARD'S VISION,,,,0,,,1901-01-01,PAUL TACKETT AGENT,,,,NOT SOLD,,,,19000,,,,,T,0.0,,JOONBI,UNIFIED,POLLARD'S VISION,
,,2023,Y,23FTKOCT,2023-10-24,1,2,684,684,No Horse,No Horse,,,2022-01-29,2022,1,B,F,,Y,,,KY,BERNARDINI,BERNARDINI,JOYSOME,JOYSOME,CAIRO PRINCE,CAIRO PRINCE,,,,0,,,1901-01-01,STONE FARM,,,,WEST BLOODSTOCK,,,,50000,,,,,T,0.0,,JOYSOME,BERNARDINI,CAIRO PRINCE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,685,685,No Horse,No Horse,,,2022-04-04,2022,1,B,C,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,JULIA'S READY,JULIA'S READY,MORE THAN READY,MORE THAN READY,,,,0,,,1901-01-01,LANE'S END AGENT,,,,NOT SOLD,,,,95000,,,,,T,0.0,,JULIA'S READY,LIAM'S MAP,MORE THAN READY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,686,686,No Horse,No Horse,,,2022-05-21,2022,1,CH,C,,Y,,,KY,FIRST SAMURAI,FIRST SAMURAI,JUST HOPING,JUST HOPING,GULCH,GULCH,,,,0,,,1901-01-01,LISA & TIM TURNEY AGENT IV,,,,OUT,,,,0,,,,,T,0.0,,JUST HOPING,FIRST SAMURAI,GULCH,
,,2023,Y,23FTKOCT,2023-10-24,1,2,687,687,No Horse,No Horse,,,2022-05-02,2022,1,DKB,C,,Y,,,FL,WIN WIN WIN,WIN WIN WIN,JYLES,JYLES,YES IT'S TRUE,YES IT'S TRUE,,,,0,,,1901-01-01,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,OUT,,,,0,,,,,T,0.0,,JYLES,WIN WIN WIN,YES IT'S TRUE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,688,688,No Horse,No Horse,,,2022-04-25,2022,1,CH,C,,Y,,,KY,ENGLISH CHANNEL,ENGLISH CHANNEL,KAHRUMANA,KAHRUMANA,SHAMARDAL,SHAMARDAL,,,,0,,,1901-01-01,MIKELLE FARM AGENT,,,,JOHN SERVIS AGT FOR CAR GUYS,,,,30000,,,,,T,0.0,,KAHRUMANA,ENGLISH CHANNEL,SHAMARDAL,
,,2023,Y,23FTKOCT,2023-10-24,1,2,689,689,No Horse,No Horse,,,2022-03-20,2022,1,GRR,C,,Y,,,NY,AUDIBLE,AUDIBLE,KASHAMI,KASHAMI,MIZZEN MAST,MIZZEN MAST,,,,0,,,1901-01-01,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT I,,,,HAPPY VALLEY FARM,,,,14000,,,,,T,0.0,,KASHAMI,AUDIBLE,MIZZEN MAST,
,,2023,Y,23FTKOCT,2023-10-24,1,2,690,690,No Horse,No Horse,,,2022-05-16,2022,1,DKB,F,,Y,,,KY,CONNECT,CONNECT,KASSIDY'S KISS,KASSIDY'S KISS,BELONG TO ME,BELONG TO ME,,,,0,,,1901-01-01,CHUCK GIVENS,,,,CHRIS MELTON,,,,3000,,,,,T,0.0,,KASSIDY'S KISS,CONNECT,BELONG TO ME,
,,2023,Y,23FTKOCT,2023-10-24,1,2,691,691,No Horse,No Horse,,,2022-05-02,2022,1,B,C,,Y,,,KY,CURLIN,CURLIN,KATERI,KATERI,INDIAN CHARLIE,INDIAN CHARLIE,,,,0,,,1901-01-01,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT I,,,,NOT SOLD,,,,320000,,,,,T,0.0,,KATERI,CURLIN,INDIAN CHARLIE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,692,692,No Horse,No Horse,,,2022-04-14,2022,1,B,F,,Y,,,KY,LORD NELSON,LORD NELSON,KATIE'S GARDEN,KATIE'S GARDEN,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,0,,,1901-01-01,LANE'S END AGENT,,,,KAT KIRK & WAYNE SANDERS,,,,20000,,,,,T,0.0,,KATIE'S GARDEN,LORD NELSON,ELUSIVE QUALITY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,693,693,No Horse,No Horse,,,2022-05-02,2022,1,DKB,C,,Y,,,KY,TONALIST,TONALIST,KAT NAN DO,KAT NAN DO,FORMAL GOLD,FORMAL GOLD,,,,0,,,1901-01-01,FRANKFORT PARK FARM AGENT,,,,MICHELLE HUBBS AGENT,,,,5000,,,,,T,0.0,,KAT NAN DO,TONALIST,FORMAL GOLD,
,,2023,Y,23FTKOCT,2023-10-24,1,2,694,694,No Horse,No Horse,,,2022-03-30,2022,1,GRR,C,,Y,,,NY,VOLATILE,VOLATILE,KATS GIRL CALA,KATS GIRL CALA,LEMON DROP KID,LEMON DROP KID,,,,0,,,1901-01-01,BTE STABLES AGENT,,,,HAPPY VALLEY FARM,,,,16000,,,,,T,0.0,,KATS GIRL CALA,VOLATILE,LEMON DROP KID,
,,2023,Y,23FTKOCT,2023-10-24,1,2,695,695,No Horse,No Horse,,,2022-04-21,2022,1,DKB,C,,Y,,,KY,TONALIST,TONALIST,KATY LIED,KATY LIED,KELA,KELA,,,,0,,,1901-01-01,JOHNSON CROSS AGENT II,,,,FXP CORP,,,,3000,,,,,T,0.0,,KATY LIED,TONALIST,KELA,
,,2023,Y,23FTKOCT,2023-10-24,1,2,696,696,No Horse,No Horse,,,2022-04-13,2022,1,DKB,C,,Y,,,IN,TAKE CHARGE INDY,TAKE CHARGE INDY,K C'S SONGOFPRAYER,K C'S SONGOFPRAYER,SONGANDAPRAYER,SONGANDAPRAYER,,,,0,,,1901-01-01,BLACKBURN FARM AGENT,,,,ANTHONY GRANITZ,,,,42000,,,,,T,0.0,,K C'S SONGOFPRAYER,TAKE CHARGE INDY,SONGANDAPRAYER,
,,2023,Y,23FTKOCT,2023-10-24,1,2,697,697,No Horse,No Horse,,,2022-04-11,2022,1,CH,C,,Y,,,OH,KARAKONTIE (JPN),KARAKONTIE (JPN),KEEP THE RING,KEEP THE RING,BROKEN VOW,BROKEN VOW,,,,0,,,1901-01-01,MILL RIDGE SALES AGENT FOR JAMES A. AND JANE N. FRASER,,,,FRANCISCO LOZA CANO,,,,1500,,,,,T,0.0,,KEEP THE RING,KARAKONTIE (JPN),BROKEN VOW,
,,2023,Y,23FTKOCT,2023-10-24,1,2,698,698,No Horse,No Horse,,,2022-03-12,2022,1,CH,F,,Y,,,KY,COLLECTED,COLLECTED,KELL PASO,KELL PASO,DIVINE PARK,DIVINE PARK,,,,0,,,1901-01-01,AIRDRIE STUD RAISED & OFFERED,,,,DUBB/ELKSTONE/FARR,,,,200000,,,,,T,0.0,,KELL PASO,COLLECTED,DIVINE PARK,
,,2023,Y,23FTKOCT,2023-10-24,1,2,699,699,No Horse,No Horse,,,2022-04-24,2022,1,CH,F,,Y,,,KY,OMAHA BEACH,OMAHA BEACH,KELLY'S HUMOR,KELLY'S HUMOR,MIDNIGHT LUTE,MIDNIGHT LUTE,,,,0,,,1901-01-01,FOUR STAR SALES AGENT FOR SPENDTHRIFT FARM LLC,,,,OUT,,,,0,,,,,T,0.0,,KELLY'S HUMOR,OMAHA BEACH,MIDNIGHT LUTE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,700,700,No Horse,No Horse,,,2022-02-16,2022,1,DKB,F,,Y,,,KY,MENDELSSOHN,MENDELSSOHN,KELSA,KELSA,EMPIRE MAKER,EMPIRE MAKER,,,,0,,,1901-01-01,JOHNSON CROSS AGENT III,,,,NOT SOLD,,,,9500,,,,,T,0.0,,KELSA,MENDELSSOHN,EMPIRE MAKER,
,,2023,Y,23FTKOCT,2023-10-24,1,2,701,701,No Horse,No Horse,,,2022-04-20,2022,1,B,C,,Y,,,KY,CLASSIC EMPIRE,CLASSIC EMPIRE,KETTLE VALLEY,KETTLE VALLEY,CITY ZIP,CITY ZIP,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,GOP RACING STABLE,,,,40000,,,,,T,0.0,,KETTLE VALLEY,CLASSIC EMPIRE,CITY ZIP,
,,2023,Y,23FTKOCT,2023-10-24,1,2,702,702,No Horse,No Horse,,,2022-02-21,2022,1,GRR,C,,Y,,,KY,SPUN TO RUN,SPUN TO RUN,KEY ACCOUNT,KEY ACCOUNT,CANDY RIDE (ARG),CANDY RIDE (ARG),,,,0,,,1901-01-01,HIGHGATE SALES AGENT XIII,,,,ERIC AQUINO,,,,15000,,,,,T,0.0,,KEY ACCOUNT,SPUN TO RUN,CANDY RIDE (ARG),
,,2023,Y,23FTKOCT,2023-10-24,1,2,703,703,No Horse,No Horse,,,2022-03-30,2022,1,CH,F,,Y,,,KY,DAREDEVIL,DAREDEVIL,KEY COMPONENT,KEY COMPONENT,INDIAN CHARLIE,INDIAN CHARLIE,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT LXXIII,,,,NOT SOLD,,,,10000,,,,,T,0.0,,KEY COMPONENT,DAREDEVIL,INDIAN CHARLIE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,704,704,No Horse,No Horse,,,2022-03-24,2022,1,B,F,,Y,,,KY,MASTERY,MASTERY,KINSLEY,KINSLEY,PULPIT,PULPIT,,,,0,,,1901-01-01,CANDY MEADOWS SALES,,,,EQUINOX INC. AGENT FOR GEORGE SHARP,,,,5000,,,,,T,0.0,,KINSLEY,MASTERY,PULPIT,
,,2023,Y,23FTKOCT,2023-10-24,1,2,705,705,No Horse,No Horse,,,2022-04-18,2022,1,B,F,,Y,,,NY,JIMMY CREED,JIMMY CREED,KIPLING'S JOY,KIPLING'S JOY,KIPLING,KIPLING,,,,0,,,1901-01-01,ELITE AGENT,,,,NECTALIER GONZALEZ,,,,10000,,,,,T,0.0,,KIPLING'S JOY,JIMMY CREED,KIPLING,
,,2023,Y,23FTKOCT,2023-10-24,1,2,706,706,No Horse,No Horse,,,2022-05-29,2022,1,DKB,C,,Y,,,KY,FROSTED,FROSTED,KISS AT MIDNIGHT,KISS AT MIDNIGHT,DECARCHY,DECARCHY,,,,0,,,1901-01-01,GROVENDALE SALES AGENT VII,,,,RUBIN M SANCHEZ,,,,15000,,,,,T,0.0,,KISS AT MIDNIGHT,FROSTED,DECARCHY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,707,707,No Horse,No Horse,,,2022-04-30,2022,1,B,F,,Y,,,KY,CLASSIC EMPIRE,CLASSIC EMPIRE,KISS MO,KISS MO,UNCLE MO,UNCLE MO,,,,0,,,1901-01-01,DOUBLE R CONSIGNMENT AGENT,,,,Z S Z,,,,11000,,,,,T,0.0,,KISS MO,CLASSIC EMPIRE,UNCLE MO,
,,2023,Y,23FTKOCT,2023-10-24,1,2,708,708,No Horse,No Horse,,,2022-03-24,2022,1,B,F,,Y,,,NY,COUNTRY HOUSE,COUNTRY HOUSE,KITTENISTIC,KITTENISTIC,KITTEN'S JOY,KITTEN'S JOY,,,,0,,,1901-01-01,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT I,,,,NOT SOLD,,,,1000,,,,,T,0.0,,KITTENISTIC,COUNTRY HOUSE,KITTEN'S JOY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,709,709,No Horse,No Horse,,,2022-02-16,2022,1,DKB,F,,Y,,,IN,SPEIGHTSONG,SPEIGHTSONG,KITTEN'S APPROACH,KITTEN'S APPROACH,KITTEN'S JOY,KITTEN'S JOY,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXIV,,,,OUT,,,,0,,,,,T,0.0,,KITTEN'S APPROACH,SPEIGHTSONG,KITTEN'S JOY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,710,710,No Horse,No Horse,,,2022-05-07,2022,1,CH,F,,Y,,,KY,ENGLISH CHANNEL,ENGLISH CHANNEL,KITTEN'S POINT,KITTEN'S POINT,KITTEN'S JOY,KITTEN'S JOY,,,,0,,,1901-01-01,STONE FARM AGENT,,,,X-MEN RACING,,,,40000,,,,,T,0.0,,KITTEN'S POINT,ENGLISH CHANNEL,KITTEN'S JOY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,711,711,No Horse,No Horse,,,2022-04-01,2022,1,DKB,C,,Y,,,KY,COMPLEXITY,COMPLEXITY,KITTERY POINT,KITTERY POINT,INCLUDE,INCLUDE,,,,0,,,1901-01-01,AIRDRIE STUD RAISED & OFFERED,,,,OUT,,,,0,,,,,T,0.0,,KITTERY POINT,COMPLEXITY,INCLUDE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,712,712,No Horse,No Horse,,,2022-03-05,2022,1,B,F,,Y,,,KY,THOUSAND WORDS,THOUSAND WORDS,KITTY FOILLE,KITTY FOILLE,BLACK MINNALOUSHE,BLACK MINNALOUSHE,,,,0,,,1901-01-01,VINERY SALES AGENT IX,,,,CHRIS MELTON,,,,6000,,,,,T,0.0,,KITTY FOILLE,THOUSAND WORDS,BLACK MINNALOUSHE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,713,713,No Horse,No Horse,,,2022-03-25,2022,1,B,C,,Y,,,FL,GIRVIN,GIRVIN,K J WARRIOR,K J WARRIOR,TAPIT,TAPIT,,,,0,,,1901-01-01,ST GEORGE SALES AGENT XXIX,,,,LYNWOOD STABLES,,,,50000,,,,,T,0.0,,K J WARRIOR,GIRVIN,TAPIT,
,,2023,Y,23FTKOCT,2023-10-24,1,2,714,714,No Horse,No Horse,,,2022-03-09,2022,1,B,C,,Y,,,KY,BERNARDINI,BERNARDINI,KNARSDALE,KNARSDALE,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,0,,,1901-01-01,SCOTT MALLORY AGENT FOR DETERMINED STUD,,,,JESSIE LONGORIA AGENT FOR KIEHNE & BRUNSON,,,,500000,,https://vimeo.com/875524268?share=copy,,,T,0.0,,KNARSDALE,BERNARDINI,MEDAGLIA D'ORO,
,,2023,Y,23FTKOCT,2023-10-24,1,2,715,715,No Horse,No Horse,,,2022-03-01,2022,1,CH,C,,Y,,,KY,PRESERVATIONIST,PRESERVATIONIST,KNEEL AT THE CROSS,KNEEL AT THE CROSS,KIPLING,KIPLING,,,,0,,,1901-01-01,EATON SALES AGENT,,,,KIRKWOOD ADVISORY AGENT FOR B. DAVIS & M. FALLON,,,,20000,,,,,T,0.0,,KNEEL AT THE CROSS,PRESERVATIONIST,KIPLING,
,,2023,Y,23FTKOCT,2023-10-24,1,2,716,716,No Horse,No Horse,,,2022-03-15,2022,1,GRR,C,,Y,,,KY,LORD NELSON,LORD NELSON,KODIAK'S DANCER,KODIAK'S DANCER,KODIAK KOWBOY,KODIAK KOWBOY,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,NOT SOLD,,,,8500,,,,,T,0.0,,KODIAK'S DANCER,LORD NELSON,KODIAK KOWBOY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,717,717,No Horse,No Horse,,,2022-02-08,2022,1,B,C,,Y,,,KY,PRACTICAL JOKE,PRACTICAL JOKE,KRISSYS MANICURE,KRISSYS MANICURE,TWIRLING CANDY,TWIRLING CANDY,,,,0,,,1901-01-01,DENALI STUD AGENT XVII,,,,FUN TO RUN,,,,15000,,,,,T,0.0,,KRISSYS MANICURE,PRACTICAL JOKE,TWIRLING CANDY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,718,718,No Horse,No Horse,,,2022-03-29,2022,1,CH,C,,Y,,,KY,ARMY MULE,ARMY MULE,LA DAME BLANCHE,LA DAME BLANCHE,POINT OF ENTRY,POINT OF ENTRY,,,,0,,,1901-01-01,SHAWHAN PLACE LLC AGENT I,,,,TOM MCCROCKLIN AGENT FOR CHAMPION EQUINE LLC,,,,18000,,,,,T,0.0,,LA DAME BLANCHE,ARMY MULE,POINT OF ENTRY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,719,719,No Horse,No Horse,,,2022-03-16,2022,1,B,C,,Y,,,KY,GOOD SAMARITAN,GOOD SAMARITAN,LADY AMBASSADOR,LADY AMBASSADOR,CROWN AMBASSADOR,CROWN AMBASSADOR,,,,0,,,1901-01-01,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,HABLAN LOS CABALLOS LLC & CAMACHO STABLES,,,,30000,,,,,T,0.0,,LADY AMBASSADOR,GOOD SAMARITAN,CROWN AMBASSADOR,
,,2023,Y,23FTKOCT,2023-10-24,1,2,720,720,No Horse,No Horse,,,2022-03-18,2022,1,CH,C,,Y,,,KY,CLASSIC EMPIRE,CLASSIC EMPIRE,LADY ASPEN,LADY ASPEN,GRAND REWARD,GRAND REWARD,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT LIV,,,,KEVIN STEDMAN,,,,55000,,,,,T,0.0,,LADY ASPEN,CLASSIC EMPIRE,GRAND REWARD,
,,2023,Y,23FTKOCT,2023-10-24,1,2,721,721,No Horse,No Horse,,,2022-05-13,2022,1,B,C,,Y,,,KY,RUNHAPPY,RUNHAPPY,LADY CITADEL,LADY CITADEL,HONOR CODE,HONOR CODE,,,,0,,,1901-01-01,MACHMER HALL SALES AGENT III,,,,K.O.I.D.,,,,15000,,,,,T,0.0,,LADY CITADEL,RUNHAPPY,HONOR CODE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,722,722,No Horse,No Horse,,,2022-04-20,2022,1,CH,C,,Y,,,KY,TALE OF VERVE,TALE OF VERVE,LADY EMPRESS,LADY EMPRESS,EMPIRE MAKER,EMPIRE MAKER,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,NOT SOLD,,,,1500,,,,,T,0.0,,LADY EMPRESS,TALE OF VERVE,EMPIRE MAKER,
,,2023,Y,23FTKOCT,2023-10-24,1,2,723,723,No Horse,No Horse,,,2022-03-26,2022,1,CH,F,,Y,,,KY,TOM'S D'ETAT,TOM'S D'ETAT,LADY GAYLE,LADY GAYLE,SCAT DADDY,SCAT DADDY,,,,0,,,1901-01-01,INDIAN CREEK AGENT,,,,KCA STABLES,,,,23000,,,,,T,0.0,,LADY GAYLE,TOM'S D'ETAT,SCAT DADDY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,724,724,No Horse,No Horse,,,2022-03-09,2022,1,GRR,C,,Y,,,KY,INTO MISCHIEF,INTO MISCHIEF,LADY GODIVA,LADY GODIVA,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT LXXI,,,,NOT SOLD,,,,195000,,,,,T,0.0,,LADY GODIVA,INTO MISCHIEF,UNBRIDLED'S SONG,
,,2023,Y,23FTKOCT,2023-10-24,1,2,725,725,No Horse,No Horse,,,2022-06-01,2022,1,B,C,,Y,,,KY,BOLT D'ORO,BOLT D'ORO,LADY KESWICK,LADY KESWICK,FLATTER,FLATTER,,,,0,,,1901-01-01,MULHOLLAND SPRINGS AGENT VIII,,,,ONE HAPPY STABLE,,,,22000,,,,,T,0.0,,LADY KESWICK,BOLT D'ORO,FLATTER,
,,2023,Y,23FTKOCT,2023-10-24,1,2,726,726,No Horse,No Horse,,,2022-04-21,2022,1,DKB,G,,Y,,,IN,MSHAWISH,MSHAWISH,LADY MOLLY,LADY MOLLY,BROTHER DEREK,BROTHER DEREK,,,,0,,,1901-01-01,GROVENDALE SALES AGENT,,,,OUT,,,,0,,,,,T,0.0,,LADY MOLLY,MSHAWISH,BROTHER DEREK,
,,2023,Y,23FTKOCT,2023-10-24,1,2,727,727,No Horse,No Horse,,,2022-03-28,2022,1,CH,C,,Y,,,KY,JUSTIFY,JUSTIFY,LADY OF KYUSHU,LADY OF KYUSHU,SMART STRIKE,SMART STRIKE,,,,0,,,1901-01-01,HIGHGATE SALES AGENT FOR HREH RAISED AT SPRINGHILL EQUINE,,,,TOM MCCROCKLIN AGENT FOR CHAMPION EQUINE LLC,,,,180000,,,,,T,0.0,,LADY OF KYUSHU,JUSTIFY,SMART STRIKE,
,,2023,Y,23FTKOCT,2023-10-24,1,2,728,728,No Horse,No Horse,,,2022-05-21,2022,1,CH,F,,Y,,,KY,VINO ROSSO,VINO ROSSO,LADY RACER,LADY RACER,BIONDETTI,BIONDETTI,,,,0,,,1901-01-01,CANDY MEADOWS SALES AGENT FOR THREE LYONS,,,,KAT KIRK & WAYNE SANDERS,,,,45000,,,,,T,0.0,,LADY RACER,VINO ROSSO,BIONDETTI,
,,2023,Y,23FTKOCT,2023-10-24,1,2,729,729,No Horse,No Horse,,,2022-02-19,2022,1,B,C,,Y,,,KY,INSTILLED REGARD,INSTILLED REGARD,LADY TAMARA,LADY TAMARA,CROSS TRAFFIC,CROSS TRAFFIC,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XI,,,,RAUL GONZALEZ RAMIREZ,,,,3000,,,,,T,0.0,,LADY TAMARA,INSTILLED REGARD,CROSS TRAFFIC,
,,2023,Y,23FTKOCT,2023-10-24,1,2,730,730,No Horse,No Horse,,,2022-04-28,2022,1,DKB,C,,Y,,,KY,TAPIT,TAPIT,LAKE NAIVASHA,LAKE NAIVASHA,EMPIRE MAKER,EMPIRE MAKER,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT XL,,,,DJ STABLE,,,,170000,,,,,T,0.0,,LAKE NAIVASHA,TAPIT,EMPIRE MAKER,
,,2023,Y,23FTKOCT,2023-10-24,1,2,731,731,No Horse,No Horse,,,2022-01-26,2022,1,DKB,F,,Y,,,KY,DIALED IN,DIALED IN,LA LUNA LATTE,LA LUNA LATTE,CANDY RIDE (ARG),CANDY RIDE (ARG),,,,0,,,1901-01-01,LEDGELANDS LLC AGENT FOR TWIN OAKS BLOODSTOCK LLC,,,,WYATT GOODIN AGENT FOR ROLLING FIELDS,,,,50000,,,,,T,0.0,,LA LUNA LATTE,DIALED IN,CANDY RIDE (ARG),
,,2023,Y,23FTKOCT,2023-10-24,1,2,732,732,No Horse,No Horse,,,2022-03-14,2022,1,DKB,F,,Y,,,KY,NYQUIST,NYQUIST,LA MADRINA,LA MADRINA,TAPIT,TAPIT,,,,0,,,1901-01-01,GAINESWAY AGENT XXIV,,,,NOT SOLD,,,,39000,,,,,T,0.0,,LA MADRINA,NYQUIST,TAPIT,
,,2023,Y,23FTKOCT,2023-10-24,1,2,733,733,No Horse,No Horse,,,2022-05-06,2022,1,B,F,,Y,,,KY,PRACTICAL JOKE,PRACTICAL JOKE,LA MILANESA,LA MILANESA,MR. GREELEY,MR. GREELEY,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,SPRINGBORO STABLES,,,,200000,,,,,T,0.0,,LA MILANESA,PRACTICAL JOKE,MR. GREELEY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,734,734,No Horse,No Horse,,,2022-02-25,2022,1,DKB,C,,Y,,,KY,DIALED IN,DIALED IN,LA MONEDA,LA MONEDA,FREUD,FREUD,,,,0,,,1901-01-01,MILL RIDGE SALES AGENT IX,,,,OUT,,,,0,,,,,T,0.0,,LA MONEDA,DIALED IN,FREUD,
,,2023,Y,23FTKOCT,2023-10-24,1,2,735,735,No Horse,No Horse,,,2022-02-07,2022,1,DKB,F,,Y,,,KY,COAL FRONT,COAL FRONT,LANDS DOWN STREET,LANDS DOWN STREET,SCAT DADDY,SCAT DADDY,,,,0,,,1901-01-01,LANE'S END AGENT,,,,VICTOR JIMENEZ,,,,7500,,,,,T,0.0,,LANDS DOWN STREET,COAL FRONT,SCAT DADDY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,736,736,No Horse,No Horse,,,2022-04-20,2022,1,B,C,,Y,,,NY,GORMLEY,GORMLEY,LAPINSKI,LAPINSKI,STREET CRY (IRE),STREET CRY (IRE),,,,0,,,1901-01-01,LEGACY BLOODSTOCK AGENT VII,,,,MCCUTCHEN TRAINING CENTER,,,,1000,,,,,T,0.0,,LAPINSKI,GORMLEY,STREET CRY (IRE),
,,2023,Y,23FTKOCT,2023-10-24,1,2,737,737,No Horse,No Horse,,,2022-03-21,2022,1,CH,F,,Y,,,NY,STREET BOSS,STREET BOSS,LA RIGNANA,LA RIGNANA,GALILEO (IRE),GALILEO (IRE),,,,0,,,1901-01-01,HIBISCUS SALES,,,,JOHN BROCKLEBANK,,,,12000,,,,,T,0.0,,LA RIGNANA,STREET BOSS,GALILEO (IRE),
,,2023,Y,23FTKOCT,2023-10-24,1,2,738,738,No Horse,No Horse,,,2022-04-25,2022,1,DKB,F,,Y,,,KY,UNCLE MO,UNCLE MO,LASEEN (IRE),LASEEN (IRE),DYLAN THOMAS (IRE),DYLAN THOMAS (IRE),,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT X,,,,MAYBERRY FARM,,,,150000,,,,,T,0.0,,LASEEN (IRE),UNCLE MO,DYLAN THOMAS (IRE),
Y,,2023,Y,23FTKOCT,2023-10-24,1,2,739,739,No Horse,No Horse,,,2022-05-06,2022,1,B,F,,Y,,,KY,JUSTIFY,JUSTIFY,LAST DANCE,LAST DANCE,REVOLUTIONARY,REVOLUTIONARY,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT FOR WINSTAR FARM BRED & RAISED,,,,PEG INVESTMENTS,,,,275000,,,,Y,T,0.0,,LAST DANCE,JUSTIFY,REVOLUTIONARY,
,,2023,Y,23FTKOCT,2023-10-24,1,2,740,740,No Horse,No Horse,,,2022-03-21,2022,1,B,C,,Y,,,ON,SILENT NAME (JPN),SILENT NAME (JPN),LASTING MEMORY,LASTING MEMORY,DECLARATION OF WAR,DECLARATION OF WAR,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT LXIV,,,,OUT,,,,0,,,,,T,0.0,,LASTING MEMORY,SILENT NAME (JPN),DECLARATION OF WAR,
,,2023,Y,23FTKOCT,2023-10-24,1,2,741,741,No Horse,No Horse,,,2022-02-07,2022,1,CH,F,,Y,,,KY,TAPITURE,TAPITURE,LASTING UNION,LASTING UNION,UNION RAGS,UNION RAGS,,,,0,,,1901-01-01,DENALI STUD AGENT XVI,,,,MAHMUD MOUNI,,,,3500,,,,,T,0.0,,LASTING UNION,TAPITURE,UNION RAGS,
,,2023,Y,23FTKOCT,2023-10-24,1,2,742,742,No Horse,No Horse,,,2022-04-25,2022,1,GRR,F,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,LAZARIA LASS,LAZARIA LASS,EDDINGTON,EDDINGTON,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,OUT,,,,0,,,,,T,0.0,,LAZARIA LASS,LIAM'S MAP,EDDINGTON,
,,2023,Y,23FTKOCT,2023-10-24,1,2,743,743,No Horse,No Horse,,,2022-04-24,2022,1,DKB,F,,Y,,,KY,HIGHER POWER,HIGHER POWER,LAZULITE,LAZULITE,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,0,,,1901-01-01,GAINESWAY AGENT VI,,,,JOSHUA GALINDO,,,,1000,,,,,T,0.0,,LAZULITE,HIGHER POWER,HARLAN'S HOLIDAY,
