PRIVATE SALE,Unnamed: 18,SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,YEARFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,UTT,STATUS,TDAM,tSire,tSireofdam,url-ut
,,2023,Y,23FTKOCT,2023-10-23,1,1,1,1,No Horse,No Horse,,,2022-04-23,2022,1,DKB,F,,Y,,,KY,JIMMY CREED,JIMMY CREED,YADDO CANARY,YADDO CANARY,MINESHAFT,MINESHAFT,,,,0,,,1901-01-01,MAINE CHANCE FARM (UNIVERSITY OF KENTUCKY),,,,J ASENCION MONTEAGUDO,,,,5000,,,,,T,0.0,,YADDO CANARY,JIMMY CREED,MINESHAFT,
,,2023,Y,23FTKOCT,2023-10-23,1,1,2,2,No Horse,No Horse,,,2022-04-19,2022,1,DKB,C,,Y,,,KY,IMPROBABLE,IMPROBABLE,YAHILWA,YAHILWA,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,0,,,1901-01-01,GROVENDALE SALES AGENT II,,,,NOT SOLD,,,,60000,,,,,T,0.0,,YAHILWA,IMPROBABLE,MEDAGLIA D'ORO,
,,2023,Y,23FTKOCT,2023-10-23,1,1,3,3,No Horse,No Horse,,,2022-04-09,2022,1,DKB,C,,Y,,,ON,INSTILLED REGARD,INSTILLED REGARD,YOU DON'T KNOW ME (IRE),YOU DON'T KNOW ME (IRE),ZOFFANY (IRE),ZOFFANY (IRE),,,,0,,,1901-01-01,SUSAN Y. FOREMAN AGENT,,,,NOT SOLD,,,,22000,,,,,T,0.0,,YOU DON'T KNOW ME (IRE),INSTILLED REGARD,ZOFFANY (IRE),
,,2023,Y,23FTKOCT,2023-10-23,1,1,4,4,No Horse,No Horse,,,2022-04-22,2022,1,DKB,F,,Y,,,ON,BEE JERSEY,BEE JERSEY,YOU MAKE LUVIN FUN,YOU MAKE LUVIN FUN,A.P. INDY,A.P. INDY,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,OFF THE HOOK,,,,11000,,,,,T,0.0,,YOU MAKE LUVIN FUN,BEE JERSEY,A.P. INDY,
,,2023,Y,23FTKOCT,2023-10-23,1,1,5,5,No Horse,No Horse,,,2022-05-17,2022,1,DKB,C,,Y,,,KY,WORLD OF TROUBLE,WORLD OF TROUBLE,YOUNGNFLASHY,YOUNGNFLASHY,FLASHY BULL,FLASHY BULL,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,JON JAZDZEWSKI,,,,8000,,,,,T,0.0,,YOUNGNFLASHY,WORLD OF TROUBLE,FLASHY BULL,
,,2023,Y,23FTKOCT,2023-10-23,1,1,6,6,No Horse,No Horse,,,2022-05-05,2022,1,DKB,F,,Y,,,NY,CAIRO PRINCE,CAIRO PRINCE,YOUR TIME IS UP,YOUR TIME IS UP,FREUD,FREUD,,,,0,,,1901-01-01,HIBISCUS SALES,,,,OUT,,,,0,,,,,T,0.0,,YOUR TIME IS UP,CAIRO PRINCE,FREUD,
,,2023,Y,23FTKOCT,2023-10-23,1,1,7,7,No Horse,No Horse,,,2022-05-13,2022,1,CH,F,,Y,,,KY,VINO ROSSO,VINO ROSSO,ZEENUT,ZEENUT,MINGUN,MINGUN,,,,0,,,1901-01-01,MIKELLE FARM AGENT,,,,ECLIPSE THOROUGHBRED PARTNERS & ST ELIAS STABLES,,,,90000,,https://vimeo.com/876777418?share=copy,,,T,0.0,,ZEENUT,VINO ROSSO,MINGUN,
,,2023,Y,23FTKOCT,2023-10-23,1,1,8,8,No Horse,No Horse,,,2022-02-12,2022,1,GRR,F,,Y,,,KY,THE FACTOR,THE FACTOR,ZENSATIONAL BEAUTY,ZENSATIONAL BEAUTY,ZENSATIONAL,ZENSATIONAL,,,,0,,,1901-01-01,VINERY SALES AGENT XVIII,,,,KAT KIRK & WAYNE SANDERS,,,,30000,,,,,T,0.0,,ZENSATIONAL BEAUTY,THE FACTOR,ZENSATIONAL,
,,2023,Y,23FTKOCT,2023-10-23,1,1,9,9,No Horse,No Horse,,,2022-01-16,2022,1,DKB,C,,Y,,,KY,MASTERY,MASTERY,ZESTINA,ZESTINA,SILENT NAME (JPN),SILENT NAME (JPN),,,,0,,,1901-01-01,FRANKFORT PARK FARM AGENT,,,,PAUL CAIRNS RACING,,,,20000,,,,,T,0.0,,ZESTINA,MASTERY,SILENT NAME (JPN),
,,2023,Y,23FTKOCT,2023-10-23,1,1,10,10,No Horse,No Horse,,,2022-04-23,2022,1,DKB,F,,Y,,,KY,STREET SENSE,STREET SENSE,ZETTA Z,ZETTA Z,BERNARDINI,BERNARDINI,,,,0,,,1901-01-01,DENALI STUD AGENT XXVIII,,,,HARTLEY/DE RENZO THOROUGHBREDS,,,,170000,,,,,T,0.0,,ZETTA Z,STREET SENSE,BERNARDINI,
,,2023,Y,23FTKOCT,2023-10-23,1,1,11,11,No Horse,No Horse,,,2022-03-05,2022,1,DKB,C,,Y,,,KY,HIGHER POWER,HIGHER POWER,ZIFENA (GB),ZIFENA (GB),ZAMINDAR,ZAMINDAR,,,,0,,,1901-01-01,SENNEBEC SOUTH FARM,,,,OUT,,,,0,,,,,T,0.0,,ZIFENA (GB),HIGHER POWER,ZAMINDAR,
,,2023,Y,23FTKOCT,2023-10-23,1,1,12,12,No Horse,No Horse,,,2022-03-17,2022,1,B,C,,Y,,,KY,ALWAYS DREAMING,ALWAYS DREAMING,ZINTELLE,ZINTELLE,KITTEN'S JOY,KITTEN'S JOY,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT LXXVI,,,,OUT,,,,0,,,,,T,0.0,,ZINTELLE,ALWAYS DREAMING,KITTEN'S JOY,
,,2023,Y,23FTKOCT,2023-10-23,1,1,13,13,No Horse,No Horse,,,2022-05-01,2022,1,B,C,,Y,,,KY,MO TOWN,MO TOWN,ZIPPY SPEED,ZIPPY SPEED,CITY ZIP,CITY ZIP,,,,0,,,1901-01-01,WARRENDALE SALES AGENT FOR SILESIA FARM,,,,KAT KIRK & WAYNE SANDERS,,,,55000,,,,,T,0.0,,ZIPPY SPEED,MO TOWN,CITY ZIP,
,,2023,Y,23FTKOCT,2023-10-23,1,1,14,14,No Horse,No Horse,,,2022-03-08,2022,1,B,C,,Y,,,KY,BEE JERSEY,BEE JERSEY,ZO BOW,ZO BOW,OXBOW,OXBOW,,,,0,,,1901-01-01,WESTBROOK STABLES LLC,,,,SANDER BLANCO,,,,13000,,,,,T,0.0,,ZO BOW,BEE JERSEY,OXBOW,
,,2023,Y,23FTKOCT,2023-10-23,1,1,15,15,No Horse,No Horse,,,2022-03-25,2022,1,CH,F,,Y,,,KY,CATALINA CRUISER,CATALINA CRUISER,ZORALLY,ZORALLY,WISEMAN'S FERRY,WISEMAN'S FERRY,,,,0,,,1901-01-01,LEGACY BLOODSTOCK AGENT FOR FOREVER SPRING FARM LLC,,,,CAM ZIPRICK & JARED BROWN,,,,8000,,,,,T,0.0,,ZORALLY,CATALINA CRUISER,WISEMAN'S FERRY,
,,2023,Y,23FTKOCT,2023-10-23,1,1,16,16,No Horse,No Horse,,,2022-02-14,2022,1,B,F,,Y,,,KY,CITY OF LIGHT,CITY OF LIGHT,ZULTANITE,ZULTANITE,EL CORREDOR,EL CORREDOR,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXVIII,,,,NOT SOLD,,,,10000,,,,,T,0.0,,ZULTANITE,CITY OF LIGHT,EL CORREDOR,
,,2023,Y,23FTKOCT,2023-10-23,1,1,17,17,No Horse,No Horse,,,2022-03-25,2022,1,CH,C,,Y,,,KY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,ABOVE HEAVEN,ABOVE HEAVEN,MR. GREELEY,MR. GREELEY,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXVII,,,,OUT,,,,0,,,,,T,0.0,,ABOVE HEAVEN,GLOBAL CAMPAIGN,MR. GREELEY,
,,2023,Y,23FTKOCT,2023-10-23,1,1,18,18,No Horse,No Horse,,,2022-01-19,2022,1,B,C,,Y,,,KY,ECHO TOWN,ECHO TOWN,ABOVE IT,ABOVE IT,HOLY BULL,HOLY BULL,,,,0,,,1901-01-01,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,K.O.I.D.,,,,25000,,,,,T,0.0,,ABOVE IT,ECHO TOWN,HOLY BULL,
,,2023,Y,23FTKOCT,2023-10-23,1,1,19,19,No Horse,No Horse,,,2022-03-02,2022,1,B,F,,Y,,,KY,VINO ROSSO,VINO ROSSO,ABUNTIA,ABUNTIA,OLMODAVOR,OLMODAVOR,,,,0,,,1901-01-01,LEGACY BLOODSTOCK AGENT XI,,,,NOT SOLD,,,,22000,,,,,T,0.0,,ABUNTIA,VINO ROSSO,OLMODAVOR,
,,2023,Y,23FTKOCT,2023-10-23,1,1,20,20,No Horse,No Horse,,,2022-02-25,2022,1,CH,F,,Y,,,KY,GORMLEY,GORMLEY,ACCELEBRATE,ACCELEBRATE,NORTHERN AFLEET,NORTHERN AFLEET,,,,0,,,1901-01-01,BLANDFORD STUD (PADRAIG CAMPION) AGENT,,,,SIMMONS & ASSOCIATES INC,,,,17000,,,,,T,0.0,,ACCELEBRATE,GORMLEY,NORTHERN AFLEET,
,,2023,Y,23FTKOCT,2023-10-23,1,1,21,21,No Horse,No Horse,,,2022-02-27,2022,1,DKB,F,,Y,,,IN,GOOD SAMARITAN,GOOD SAMARITAN,ACCESSORIZING,ACCESSORIZING,OLD FASHIONED,OLD FASHIONED,,,,0,,,1901-01-01,VINERY SALES AGENT LVII,,,,NOT SOLD,,,,10000,,,,,T,0.0,,ACCESSORIZING,GOOD SAMARITAN,OLD FASHIONED,
,,2023,Y,23FTKOCT,2023-10-23,1,1,22,22,No Horse,No Horse,,,2022-03-01,2022,1,GRR,C,,Y,,,LA,CLASSIC EMPIRE,CLASSIC EMPIRE,ACCOLADY,ACCOLADY,KITTEN'S JOY,KITTEN'S JOY,,,,0,,,1901-01-01,STRAIGHT LINE EQUINE SALES AGENT,,,,NOT SOLD,,,,27000,,,,,T,0.0,,ACCOLADY,CLASSIC EMPIRE,KITTEN'S JOY,
,,2023,Y,23FTKOCT,2023-10-23,1,1,23,23,No Horse,No Horse,,,2022-02-19,2022,1,DKB,F,,Y,,,KY,CONNECT,CONNECT,ACCOMPLISH FIRST,ACCOMPLISH FIRST,FIRST DEFENCE,FIRST DEFENCE,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XL,,,,MARK KORNEGAY,,,,70000,,,,,T,0.0,,ACCOMPLISH FIRST,CONNECT,FIRST DEFENCE,
,,2023,Y,23FTKOCT,2023-10-23,1,1,24,24,No Horse,No Horse,,,2022-04-29,2022,1,CH,F,,Y,,,KY,VEKOMA,VEKOMA,A CHANGE OF HEART,A CHANGE OF HEART,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,0,,,1901-01-01,FOUR STAR SALES AGENT FOR D.C. GOFF,,,,MIKE RYAN AGENT,,,,160000,,https://vimeo.com/874533778?share=copy,,,T,0.0,,A CHANGE OF HEART,VEKOMA,UNBRIDLED'S SONG,
,,2023,Y,23FTKOCT,2023-10-23,1,1,25,25,No Horse,No Horse,,,2022-02-05,2022,1,B,C,,Y,,,KY,CROSS TRAFFIC,CROSS TRAFFIC,AD LITEM,AD LITEM,SUCCESSFUL APPEAL,SUCCESSFUL APPEAL,,,,0,,,1901-01-01,GAINESWAY AGENT XIX,,,,S.R.O.A (K.O.I.D.),,,,25000,,,,,T,0.0,,AD LITEM,CROSS TRAFFIC,SUCCESSFUL APPEAL,
,,2023,Y,23FTKOCT,2023-10-23,1,1,26,26,No Horse,No Horse,,,2022-01-26,2022,1,CH,F,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,ADVENTUROUS LADY,ADVENTUROUS LADY,KANTHAROS,KANTHAROS,,,,0,,,1901-01-01,ST GEORGE SALES AGENT III,,,,TRAVIS MURPHY,,,,17000,,,,,T,0.0,,ADVENTUROUS LADY,LIAM'S MAP,KANTHAROS,
,,2023,Y,23FTKOCT,2023-10-23,1,1,27,27,No Horse,No Horse,,,2022-04-04,2022,1,B,C,,Y,,,KY,DISTORTED HUMOR,DISTORTED HUMOR,AERIAL ASSETS,AERIAL ASSETS,INTO MISCHIEF,INTO MISCHIEF,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT XXV,,,,THOROBIZ,,,,25000,,,,,T,0.0,,AERIAL ASSETS,DISTORTED HUMOR,INTO MISCHIEF,
,,2023,Y,23FTKOCT,2023-10-23,1,1,28,28,No Horse,No Horse,,,2022-04-06,2022,1,B,F,,Y,,,KY,MO TOWN,MO TOWN,AFLEET LEXI,AFLEET LEXI,AFLEET ALEX,AFLEET ALEX,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,SHELLEY BROWN,,,,4000,,,,,T,0.0,,AFLEET LEXI,MO TOWN,AFLEET ALEX,
,,2023,Y,23FTKOCT,2023-10-23,1,1,29,29,No Horse,No Horse,,,2022-04-16,2022,1,B,F,,Y,,,KY,COLLECTED,COLLECTED,AFLEET LILY,AFLEET LILY,AFLEET ALEX,AFLEET ALEX,,,,0,,,1901-01-01,EQUUS FARM (JERRY CUMMINS/PAUL ADAMS) AGENT I,,,,BOBBY RANKIN,,,,12000,,,,,T,0.0,,AFLEET LILY,COLLECTED,AFLEET ALEX,
,,2023,Y,23FTKOCT,2023-10-23,1,1,30,30,No Horse,No Horse,,,2022-02-01,2022,1,B,F,,Y,,,KY,HIGHER POWER,HIGHER POWER,AINTAFRAIDOFGHOSTS,AINTAFRAIDOFGHOSTS,GHOSTZAPPER,GHOSTZAPPER,,,,0,,,1901-01-01,WESTBROOK STABLES LLC,,,,EUCLIDES BALBAS,,,,7000,,,,,T,0.0,,AINTAFRAIDOFGHOSTS,HIGHER POWER,GHOSTZAPPER,
,,2023,Y,23FTKOCT,2023-10-23,1,1,31,31,No Horse,No Horse,,,2022-03-16,2022,1,DKB,C,,Y,,,KY,UNCLE MO,UNCLE MO,AIRS,AIRS,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,0,,,1901-01-01,FOUR STAR SALES AGENT FOR SPENDTHRIFT FARM LLC,,,,BJI RACING AGENT,,,,16000,,,,,T,0.0,,AIRS,UNCLE MO,HARLAN'S HOLIDAY,
,,2023,Y,23FTKOCT,2023-10-23,1,1,32,32,No Horse,No Horse,,,2022-03-17,2022,1,B,F,,Y,,,NY,GET STORMY,GET STORMY,ALABAMA BOUND,ALABAMA BOUND,PROUD CITIZEN,PROUD CITIZEN,,,,0,,,1901-01-01,BLANDFORD STUD (PADRAIG CAMPION) AGENT,,,,WOODBERRY PAYNE,,,,5000,,,,,T,0.0,,ALABAMA BOUND,GET STORMY,PROUD CITIZEN,
,,2023,Y,23FTKOCT,2023-10-23,1,1,33,33,No Horse,No Horse,,,2022-03-23,2022,1,B,F,,Y,,,KY,ALWAYS DREAMING,ALWAYS DREAMING,ALEC'S MOON,ALEC'S MOON,MALIBU MOON,MALIBU MOON,,,,0,,,1901-01-01,MACHMER HALL SALES AGENT IV,,,,SHELLEY BROWN,,,,5000,,,,,T,0.0,,ALEC'S MOON,ALWAYS DREAMING,MALIBU MOON,
,,2023,Y,23FTKOCT,2023-10-23,1,1,34,34,No Horse,No Horse,,,2022-03-05,2022,1,B,F,,Y,,,KY,BRODY'S CAUSE,BRODY'S CAUSE,ALGOWILD,ALGOWILD,ALGORITHMS,ALGORITHMS,,,,0,,,1901-01-01,BUCKLAND SALES (ZACH MADDEN) AGENT XXXII,,,,NOT SOLD,,,,12000,,,,,T,0.0,,ALGOWILD,BRODY'S CAUSE,ALGORITHMS,
,,2023,Y,23FTKOCT,2023-10-23,1,1,35,35,No Horse,No Horse,,,2022-05-17,2022,1,DKB,C,,Y,,,KY,CONNECT,CONNECT,ALISA'S CATCH,ALISA'S CATCH,HAL'S IMAGE,HAL'S IMAGE,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,FXP CORP,,,,10000,,,,,T,0.0,,ALISA'S CATCH,CONNECT,HAL'S IMAGE,
,,2023,Y,23FTKOCT,2023-10-23,1,1,36,36,No Horse,No Horse,,,2022-05-05,2022,1,B,F,,Y,,,KY,NYQUIST,NYQUIST,ALJULJALAH,ALJULJALAH,EXCHANGE RATE,EXCHANGE RATE,,,,0,,,1901-01-01,HIDDEN BROOK AGENT I,,,,NOT SOLD,,,,47000,,,,,T,0.0,,ALJULJALAH,NYQUIST,EXCHANGE RATE,
,,2023,Y,23FTKOCT,2023-10-23,1,1,37,37,No Horse,No Horse,,,2022-04-22,2022,1,GRR,C,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,ALLANAH,ALLANAH,SCAT DADDY,SCAT DADDY,,,,0,,,1901-01-01,WOODS EDGE FARM AGENT,,,,OUT,,,,0,,,,,T,0.0,,ALLANAH,LIAM'S MAP,SCAT DADDY,
,,2023,Y,23FTKOCT,2023-10-23,1,1,38,38,No Horse,No Horse,,,2022-03-20,2022,1,GRR,C,,Y,,,KY,CARACARO,CARACARO,ALL DAY DONNA,ALL DAY DONNA,VALUE PLUS,VALUE PLUS,,,,0,,,1901-01-01,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,NOT SOLD,,,,12000,,,,,T,0.0,,ALL DAY DONNA,CARACARO,VALUE PLUS,
,,2023,Y,23FTKOCT,2023-10-23,1,1,39,39,No Horse,No Horse,,,2022-05-03,2022,1,B,C,,Y,,,KY,JUSTIFY,JUSTIFY,ALLEGHENY ANGEL,ALLEGHENY ANGEL,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT IV,,,,DE MERIC SALES,,,,300000,,,,,T,0.0,,ALLEGHENY ANGEL,JUSTIFY,MEDAGLIA D'ORO,
,,2023,Y,23FTKOCT,2023-10-23,1,1,40,40,No Horse,No Horse,,,2022-02-01,2022,1,CH,F,,Y,,,KY,AUDIBLE,AUDIBLE,ALLHAPPYANDBRIGHT,ALLHAPPYANDBRIGHT,ALTERNATION,ALTERNATION,,,,0,,,1901-01-01,WARRENDALE SALES AGENT XIV,,,,OUT,,,,0,,,,,T,0.0,,ALLHAPPYANDBRIGHT,AUDIBLE,ALTERNATION,
,,2023,Y,23FTKOCT,2023-10-23,1,1,41,41,No Horse,No Horse,,,2022-02-16,2022,1,B,C,,Y,,,KY,OMAHA BEACH,OMAHA BEACH,ALLITERATION,ALLITERATION,CONGRATS,CONGRATS,,,,0,,,1901-01-01,VINERY SALES AGENT LIX,,,,EDDIE KENNEALLY,,,,60000,,,,,T,0.0,,ALLITERATION,OMAHA BEACH,CONGRATS,
Y,,2023,Y,23FTKOCT,2023-10-23,1,1,42,42,No Horse,No Horse,,,2022-02-13,2022,1,B,C,,Y,,,KY,DEMARCHELIER (GB),DEMARCHELIER (GB),ALL OTHERS FOLLOW (GB),ALL OTHERS FOLLOW (GB),SEA THE STARS (IRE),SEA THE STARS (IRE),,,,0,,,1901-01-01,CLAIBORNE FARM AGENT,,,,KIM SMITH AGENT,,,,2000,,,,Y,T,0.0,,ALL OTHERS FOLLOW (GB),DEMARCHELIER (GB),SEA THE STARS (IRE),
,,2023,Y,23FTKOCT,2023-10-23,1,1,43,43,No Horse,No Horse,,,2022-05-11,2022,1,CH,C,,Y,,,KY,GORMLEY,GORMLEY,ALTA LOVE,ALTA LOVE,GONE WEST,GONE WEST,,,,0,,,1901-01-01,SCOTT MALLORY AGENT III,,,,NOT SOLD,,,,24000,,,,,T,0.0,,ALTA LOVE,GORMLEY,GONE WEST,
,,2023,Y,23FTKOCT,2023-10-23,1,1,44,44,No Horse,No Horse,,,2022-02-12,2022,1,DKB,F,,Y,,,KY,TEMPLE CITY,TEMPLE CITY,ALTOON,ALTOON,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,0,,,1901-01-01,HILL 'N' DALE AT XALAPA AGENT,,,,TOM MCCROCKLIN AGENT,,,,10000,,,,,T,0.0,,ALTOON,TEMPLE CITY,SPEIGHTSTOWN,
,,2023,Y,23FTKOCT,2023-10-23,1,1,45,45,No Horse,No Horse,,,2022-05-20,2022,1,B,C,,Y,,,NY,STREET BOSS,STREET BOSS,ALWAYSINSTILETTOS,ALWAYSINSTILETTOS,BANDINI,BANDINI,,,,0,,,1901-01-01,BLANDFORD STUD (PADRAIG CAMPION) AGENT,,,,G J RACING,,,,5000,,,,,T,0.0,,ALWAYSINSTILETTOS,STREET BOSS,BANDINI,
,,2023,Y,23FTKOCT,2023-10-23,1,1,46,46,No Horse,No Horse,,,2022-05-20,2022,1,CH,C,,Y,,,KY,FIRST SAMURAI,FIRST SAMURAI,ALWAYS PLEASANT,ALWAYS PLEASANT,AWESOME AGAIN,AWESOME AGAIN,,,,0,,,1901-01-01,HERMITAGE FARM AGENT,,,,NOT SOLD,,,,14000,,,,,T,0.0,,ALWAYS PLEASANT,FIRST SAMURAI,AWESOME AGAIN,
,,2023,Y,23FTKOCT,2023-10-23,1,1,47,47,No Horse,No Horse,,,2022-01-27,2022,1,B,C,,Y,,,KY,NYQUIST,NYQUIST,AMANI (CHI),AMANI (CHI),MORNING RAIDER (IRE),MORNING RAIDER (IRE),,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXXV,,,,RAUL GONZALEZ RAMIREZ,,,,5000,,,,,T,0.0,,AMANI (CHI),NYQUIST,MORNING RAIDER (IRE),
,,2023,Y,23FTKOCT,2023-10-23,1,1,48,48,No Horse,No Horse,,,2022-03-22,2022,1,B,C,,Y,,,IA,THOUSAND WORDS,THOUSAND WORDS,AMARIAH GRACE,AMARIAH GRACE,SKY MESA,SKY MESA,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT VIII,,,,TRAVIS MURPHY,,,,30000,,,,,T,0.0,,AMARIAH GRACE,THOUSAND WORDS,SKY MESA,
,,2023,Y,23FTKOCT,2023-10-23,1,1,49,49,No Horse,No Horse,,,2022-03-19,2022,1,B,C,,Y,,,KY,UNCLE MO,UNCLE MO,AMERICA,AMERICA,A.P. INDY,A.P. INDY,,,,0,,,1901-01-01,STONE FARM AGENT,,,,NOT SOLD,,,,345000,,,,,T,0.0,,AMERICA,UNCLE MO,A.P. INDY,
,,2023,Y,23FTKOCT,2023-10-23,1,1,50,50,No Horse,No Horse,,,2022-04-12,2022,1,B,F,,Y,,,KY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,AMERICAN CLEOPATRA,AMERICAN CLEOPATRA,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,0,,,1901-01-01,ST GEORGE SALES AGENT FOR BERYL N. STOKES JR. FAMILY TRUST,,,,NAROLA LLC,,,,30000,,,,,T,0.0,,AMERICAN CLEOPATRA,MACLEAN'S MUSIC,PIONEEROF THE NILE,
,,2023,Y,23FTKOCT,2023-10-23,1,1,51,51,No Horse,No Horse,,,2022-05-03,2022,1,CH,C,,Y,,,KY,JUSTIFY,JUSTIFY,AMERICAN WEST,AMERICAN WEST,CURLIN,CURLIN,,,,0,,,1901-01-01,CLAIBORNE FARM AGENT,,,,OUT,,,,0,,,,,T,0.0,,AMERICAN WEST,JUSTIFY,CURLIN,
,,2023,Y,23FTKOCT,2023-10-23,1,1,52,52,No Horse,No Horse,,,2022-03-16,2022,1,B,F,,Y,,,KY,HONOR A. P.,HONOR A. P.,AMERICA'S FRIEND,AMERICA'S FRIEND,UNUSUAL HEAT,UNUSUAL HEAT,,,,0,,,1901-01-01,HILL 'N' DALE AT XALAPA AGENT,,,,SHELLEY BROWN,,,,8000,,,,,T,0.0,,AMERICA'S FRIEND,HONOR A. P.,UNUSUAL HEAT,
,,2023,Y,23FTKOCT,2023-10-23,1,1,53,53,No Horse,No Horse,,,2022-01-23,2022,1,B,F,,Y,,,KY,KLIMT,KLIMT,ANABRANCH,ANABRANCH,CONGAREE,CONGAREE,,,,0,,,1901-01-01,MULHOLLAND SPRINGS AGENT,,,,NICK J HINES AGENT,,,,14000,,,,,T,0.0,,ANABRANCH,KLIMT,CONGAREE,
,,2023,Y,23FTKOCT,2023-10-23,1,1,54,54,No Horse,No Horse,,,2022-03-18,2022,1,B,F,,Y,,,IN,THOUSAND WORDS,THOUSAND WORDS,ANDAPINKCARNATION,ANDAPINKCARNATION,UNCLE MO,UNCLE MO,,,,0,,,1901-01-01,SCOTT MALLORY AGENT I,,,,ANTHONY GRANITZ,,,,21000,,,,,T,0.0,,ANDAPINKCARNATION,THOUSAND WORDS,UNCLE MO,
,,2023,Y,23FTKOCT,2023-10-23,1,1,55,55,No Horse,No Horse,,,2022-03-21,2022,1,B,F,,Y,,,KY,GOLDENCENTS,GOLDENCENTS,ANDREA'S PRIDE,ANDREA'S PRIDE,GIO PONTI,GIO PONTI,,,,0,,,1901-01-01,STRAIGHT LINE EQUINE SALES AGENT,,,,SHELLEY BROWN,,,,2000,,,,,T,0.0,,ANDREA'S PRIDE,GOLDENCENTS,GIO PONTI,
,,2023,Y,23FTKOCT,2023-10-23,1,1,56,56,No Horse,No Horse,,,2022-04-01,2022,1,DKB,F,,Y,,,KY,GOOD SAMARITAN,GOOD SAMARITAN,ANDRI,ANDRI,A. P. WARRIOR,A. P. WARRIOR,,,,0,,,1901-01-01,GAINESWAY AGENT XIX,,,,JAMES BUTCHER,,,,5000,,,,,T,0.0,,ANDRI,GOOD SAMARITAN,A. P. WARRIOR,
,,2023,Y,23FTKOCT,2023-10-23,1,1,57,57,No Horse,No Horse,,,2022-04-27,2022,1,B,F,,Y,,,ON,DANISH DYNAFORMER,DANISH DYNAFORMER,ANGEL,ANGEL,DISTORTED HUMOR,DISTORTED HUMOR,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT XXIII,,,,LAUREN CARLISLE AGENT,,,,1600,,,,,T,0.0,,ANGEL,DANISH DYNAFORMER,DISTORTED HUMOR,
,,2023,Y,23FTKOCT,2023-10-23,1,1,58,58,No Horse,No Horse,,,2022-03-30,2022,1,GRR,F,,Y,,,KY,IRONICUS,IRONICUS,ANGEL GOODMORNING,ANGEL GOODMORNING,MORNING LINE,MORNING LINE,,,,0,,,1901-01-01,POPE MCLEAN (CRESTWOOD FARM) AGENT FOR ALANDALE STABLE,,,,JOE DAVIS,,,,10000,,,,,T,0.0,,ANGEL GOODMORNING,IRONICUS,MORNING LINE,
,,2023,Y,23FTKOCT,2023-10-23,1,1,59,59,No Horse,No Horse,,,2022-04-13,2022,1,DKB,C,,Y,,,NY,TOM'S D'ETAT,TOM'S D'ETAT,ANGELS N HEAVEN,ANGELS N HEAVEN,BELLAMY ROAD,BELLAMY ROAD,,,,0,,,1901-01-01,VINERY SALES AGENT XV,,,,NOT SOLD,,,,30000,,,,,T,0.0,,ANGELS N HEAVEN,TOM'S D'ETAT,BELLAMY ROAD,
,,2023,Y,23FTKOCT,2023-10-23,1,1,60,60,No Horse,No Horse,,,2022-03-08,2022,1,DKB,F,,Y,,,KY,DIALED IN,DIALED IN,ANNIVERSARY KITTY,ANNIVERSARY KITTY,TRIBAL RULE,TRIBAL RULE,,,,0,,,1901-01-01,BUCKLAND SALES (ZACH MADDEN) AGENT XII,,,,ALLAN MCCAMON/SIX K'S AGENT,,,,40000,,,,,T,0.0,,ANNIVERSARY KITTY,DIALED IN,TRIBAL RULE,
