SALEYEAR,SALETYPE,SALECODE,BOOK,DAY,SALEDATE,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL,UTT,STATUS,TDAM,tSire,tSireofdam
2023,Y,23KEEJAN,1,1,2023-01-09,11,11,Flash of Wonder,Flash of Wonder,,,2013-03-21,11,B,M,,B,,,,Tiz Wonderful,Tiz Wonderful,Past Twilight,Past Twilight,,,,,,0,,Knicks Go,2022-05-25,"Taylor Made Sales Agency, Agent LXXIX ",,,,"R.N.A. (40,000)",,,,40000.0,,,,,T,2022,0.0,pregnant,Past Twilight,Tiz Wonderful,
2023,Y,23KEEJAN,1,1,2023-01-09,12,12,Un Oeil,Un Oeil,,,2022-03-12,2,B,C,,Y,,,,Laoban,Laoban,Fly On Angel,Fly On Angel,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent II ",,,,Out,,,,0.0,,,,,T,2022,0.0,,Fly On Angel,Laoban,
2023,Y,23KEEJAN,1,1,2023-01-09,13,13,Front Street,Front Street,,,2018-02-21,6,B,M,,BRP,,,,Street Sense,Street Sense,Theatric,Theatric,,,,,,0,,,1901-01-01,"Buckland Sales (Zach Madden), Agent XVIII ",,,,JC Farm,,,,63000.0,,,,,T,2022,0.0,,Theatric,Street Sense,
2023,Y,23KEEJAN,1,1,2023-01-09,14,14,Fuchsia,Fuchsia,,,2018-04-26,6,B,M,,B,,,,Flintshire (GB),Flintshire (GB),Unfold the Rose,Unfold the Rose,,,,,,0,,Justify,2022-04-20,"Bedouin Bloodstock, Agent ",,,,"B.G.T., LLC",,,,80000.0,,,,,T,2022,0.0,pregnant,Unfold the Rose,Flintshire (GB),
2023,Y,23KEEJAN,1,1,2023-01-09,15,15,Gather Round,Gather Round,,,2014-02-28,10,DB/BR,M,,B,,,,U S Ranger,U S Ranger,Endless Parade,Endless Parade,,,,,,0,,Mo Town,2022-03-08,"Bedouin Bloodstock, Agent VI ",,,,"Lambholm, Agent",,,,8000.0,,,,,T,2022,0.0,pregnant,Endless Parade,U S Ranger,
2023,Y,23KEEJAN,1,1,2023-01-09,16,16,Grand McKinzie,Grand McKinzie,,,2022-02-04,3,B,C,,Y,,,,McKinzie,McKinzie,Gemswick Park,Gemswick Park,,,,,,0,,,1901-01-01,"Bedouin Bloodstock, Agent IV ",,,,"R.N.A. (14,000)",,,,14000.0,,,,,T,2022,0.0,,Gemswick Park,McKinzie,
2023,Y,23KEEJAN,1,1,2023-01-09,17,17,Shanett,Shanett,,,2022-02-28,2,B    ,F,,Y,,,,McKinzie,McKinzie,Gold Beach,Gold Beach,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,"R.N.A. (100,000)",,,,100000.0,,,,,T,2022,0.0,,Gold Beach,McKinzie,
2023,Y,23KEEJAN,1,1,2023-01-09,18,18,Alaeredh,Alaeredh,,,2022-04-20,2,DB/BR,C,,Y,,,,Not This Time,Not This Time,Golden Muscade,Golden Muscade,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LXXIX ",,,,Out,,,,0.0,,,,,T,2022,0.0,,Golden Muscade,Not This Time,
2023,Y,23KEEJAN,1,1,2023-01-09,19,19,Good Fairy,Good Fairy,,,2017-03-30,7,B,M,,B,,,,Super Saver,Super Saver,Glinda the Good,Glinda the Good,,,,,,0,,Maclean's Music,2022-03-13,"Taylor Made Sales Agency, Agent for STH LLC ",,,,MKW Racing & Breeding,,,,330000.0,,,,,T,2022,0.0,pregnant,Glinda the Good,Super Saver,
2023,Y,23KEEJAN,1,1,2023-01-09,20,20,No Horse,No Horse,,,2022-04-15,2,CH,F,,Y,,,,Constitution,Constitution,Grand Sofia,Grand Sofia,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2022,0.0,,Grand Sofia,Constitution,
2023,Y,23KEEJAN,1,1,2023-01-09,21,21,Munnystruck,Munnystruck,,,2022-04-29,2,DB/BR,C,,Y,,,,Munnings,Munnings,Great Soul,Great Soul,,,,,,0,,,1901-01-01,"Vinery Sales, Agent XXII ",,,,Kittiwake Equine,,,,75000.0,,,,,T,2022,0.0,,Great Soul,Munnings,
2023,Y,23KEEJAN,1,1,2023-01-09,22,22,Volunteer Fireman,Volunteer Fireman,,,2022-03-03,2,B    ,C,,Y,,,,Flameaway,Flameaway,Happy Harmony,Happy Harmony,,,,,,0,,,1901-01-01,"Legacy Bloodstock, Agent for Jeff Ramey (Stone Columns Stables)",,,,Potomac Bloodstock,,,,14000.0,,,,,T,2022,0.0,,Happy Harmony,Flameaway,
2023,Y,23KEEJAN,1,1,2023-01-09,23,23,Haysee,Haysee,,,2005-04-02,19,CH,M,,B,,,,Orientate,Orientate,Oatsee,Oatsee,,,,,,0,,Munnings,2022-06-18,"Denali Stud, Agent IX ",,,,Out,,,,0.0,,,,,T,2022,0.0,pregnant,Oatsee,Orientate,
2023,Y,23KEEJAN,1,1,2023-01-09,24,24,Heathers Grey,Heathers Grey,,,2016-02-04,9,GR/RO,M,,BP,,,,The Factor,The Factor,Jinny Jump Up,Jinny Jump Up,,,,,,0,,,1901-01-01,"Highgate Sales, Agent I ",,,,Natalma,,,,57000.0,,,,,T,2022,0.0,,Jinny Jump Up,The Factor,
2023,Y,23KEEJAN,1,1,2023-01-09,25,25,Hedy Lamarr,Hedy Lamarr,,,2019-04-26,5,CH,F,,BRP,,,,Nyquist,Nyquist,Holy Place,Holy Place,,,,,,0,,,1901-01-01,"St George Sales, Agent XIII ",,,,"R.N.A. (55,000)",,,,55000.0,,,,,T,2022,0.0,,Holy Place,Nyquist,
2023,Y,23KEEJAN,1,1,2023-01-09,26,26,Highestmaintenance,Highestmaintenance,,,2010-02-04,15,DB/BR,M,,B,,,,Macho Uno,Macho Uno,Half Heaven,Half Heaven,,,,,,0,,Tiz the Law,2022-06-07,"Bluewater Sales LLC, Agent VIII ",,,,Out,,,,0.0,,,,,T,2022,0.0,pregnant,Half Heaven,Macho Uno,
2023,Y,23KEEJAN,1,1,2023-01-09,27,27,High Priestess,High Priestess,,,2003-02-20,21,DB/BR,M,,B,,,,Mt. Livermore,Mt. Livermore,Sharp Minister,Sharp Minister,,,,,,0,,Sky Mesa,2022-04-14,"Legacy Bloodstock, Agent XXI ",,,,Crystal Lanum,,,,1000.0,,,,,T,2022,0.0,pregnant,Sharp Minister,Mt. Livermore,
2023,Y,23KEEJAN,1,1,2023-01-09,28,28,Lieutenantseveride,Lieutenantseveride,,,2022-03-15,2,DB/BR,C,,Y,,,,Sky Mesa,Sky Mesa,High Priestess,High Priestess,,,,,,0,,,1901-01-01,"Legacy Bloodstock, Agent XXI ",,,,R.N.A. (0),,,,0.0,,,,,T,2022,0.0,,High Priestess,Sky Mesa,
2023,Y,23KEEJAN,1,1,2023-01-09,29,29,Hit the Woah,Hit the Woah,,,2018-03-22,6,DB/BR,M,,BRP,,,,Vancouver (AUS),Vancouver (AUS),Christie's Ready,Christie's Ready,,,,,,0,,,1901-01-01,"ELiTE, Agent ",,,,Hoolie Racing,,,,125000.0,,,,,T,2022,0.0,,Christie's Ready,Vancouver (AUS),
2023,Y,23KEEJAN,1,1,2023-01-09,30,30,Nvdia,Nvdia,,,2022-02-13,3,DB/BR,F,,Y,,,,Midshipman,Midshipman,Holly Molly Dolly,Holly Molly Dolly,,,,,,0,,,1901-01-01,"Buckland Sales (Zach Madden), Agent XV ",,,,Cal Rock,,,,8000.0,,,,,T,2022,0.0,,Holly Molly Dolly,Midshipman,
2023,Y,23KEEJAN,1,1,2023-01-09,31,31,Honest Intentions,Honest Intentions,,,2018-03-08,6,GR/RO,M,,B,,,,Honor Code,Honor Code,Fame and Fortune,Fame and Fortune,,,,,,0,,McKinzie,2022-04-30,"Gainesway, Agent VI ",,,,Girvin's Girls,,,,180000.0,,,,,T,2022,0.0,pregnant,Fame and Fortune,Honor Code,
2023,Y,23KEEJAN,1,1,2023-01-09,32,32,Out of the Clouds,Out of the Clouds,,,2022-05-14,2,CH,C,,Y,,,,Union Rags,Union Rags,Hot Rendezvous,Hot Rendezvous,,,,,,0,,,1901-01-01,"Nursery Place, Agent ",,,,"R.N.A. (40,000)",,,,40000.0,,,,,T,2022,0.0,,Hot Rendezvous,Union Rags,
2023,Y,23KEEJAN,1,1,2023-01-09,33,33,H. T. Xena,H. T. Xena,,,2018-02-12,7,DB/BR,M,,BRP,,,,Honor Code,Honor Code,Involved,Involved,,,,,,0,,,1901-01-01,"ELiTE, Agent ",,,,Out,,,,0.0,,,,,T,2022,0.0,,Involved,Honor Code,
2023,Y,23KEEJAN,1,1,2023-01-09,34,34,Hua Mulan,Hua Mulan,,,2015-04-23,9,GR/RO,M,,B,,,,Malibu Moon,Malibu Moon,Princess of China,Princess of China,,,,,,0,,Knicks Go,2022-04-05,"Greenfield Farms, Agent III ",,,,"R.N.A. (50,000)",,,,50000.0,,,,,T,2022,0.0,pregnant,Princess of China,Malibu Moon,
2023,Y,23KEEJAN,1,1,2023-01-09,35,35,Coach Knight,Coach Knight,,,2022-02-04,3,B    ,C,,Y,,,,Game Winner,Game Winner,Humble Street,Humble Street,,,,,,0,,,1901-01-01,"Wynnstay Sales, Agent ",,,,"R.N.A. (45,000)",,,,45000.0,,,,,T,2022,0.0,,Humble Street,Game Winner,
2023,Y,23KEEJAN,1,1,2023-01-09,36,36,Igloo,Igloo,,,2018-02-13,7,B,M,,BRP,,,,Mshawish,Mshawish,Winter Palace,Winter Palace,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent III ",,,,Repole Stable / Taylor Made Idol Mare Partners ,,,,40000.0,,,,,T,2022,0.0,,Winter Palace,Mshawish,
2023,Y,23KEEJAN,1,1,2023-01-09,37,37,Image of Noon,Image of Noon,,,2010-02-16,15,GR/RO,M,,B,,,,Disco Rico,Disco Rico,Momma's Image,Momma's Image,,,,,,0,,Disco Partner,2022-05-19,"Denali Stud, Agent for the Complete Dispersal for Patricia Generazio",,,,Naughty Mules Racing Stable,,,,1500.0,,,,,T,2022,0.0,pregnant,Momma's Image,Disco Rico,
2023,Y,23KEEJAN,1,1,2023-01-09,38,38,Seger Songs,Seger Songs,,,2022-03-08,2,GR/RO,F,,Y,,,,The Factor,The Factor,Imaginary Saint,Imaginary Saint,,,,,,0,,,1901-01-01,"Highgate Sales, Agent VIII ",,,,"R.N.A. (14,000)",,,,14000.0,,,,,T,2022,0.0,,Imaginary Saint,The Factor,
2023,Y,23KEEJAN,1,1,2023-01-09,39,39,Enchanted Lad,Enchanted Lad,,,2022-05-09,2,B    ,C,,Y,,,,Mitole,Mitole,I'm Extraordinary,I'm Extraordinary,,,,,,0,,,1901-01-01,"Gainesway, Agent IX ",,,,R.N.A. (0),,,,0.0,,,,,T,2022,0.0,,I'm Extraordinary,Mitole,
2023,Y,23KEEJAN,1,1,2023-01-09,40,40,I'm Fine,I'm Fine,,,2017-02-17,8,B,M,,BP,,,,Blame,Blame,Stormy Caress,Stormy Caress,,,,,,0,,,1901-01-01,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VI ",,,,Claiborne Farm,,,,90000.0,,,,,T,2022,0.0,,Stormy Caress,Blame,
2023,Y,23KEEJAN,1,1,2023-01-09,41,41,Impassioned,Impassioned,,,2019-02-16,6,B,M,,B,,,,Quality Road,Quality Road,Cuff (IRE),Cuff (IRE),,,,,,0,,Uncle Mo,2022-04-03,"Taylor Made Sales Agency, Agent LXXX ",,,,"R.N.A. (390,000)",,,,390000.0,,,,,T,2022,0.0,pregnant,Cuff (IRE),Quality Road,
2023,Y,23KEEJAN,1,1,2023-01-09,42,42,Impetus,Impetus,,,2019-03-27,5,B,M,,B,,,,Carpe Diem,Carpe Diem,Essentia,Essentia,,,,,,0,,Astern (AUS),2022-03-15,"Legacy Bloodstock, Agent XXI ",,,,R.N.A. (0),,,,0.0,,,,,T,2022,0.0,pregnant,Essentia,Carpe Diem,
2023,Y,23KEEJAN,1,1,2023-01-09,43,43,Liam's Moon,Liam's Moon,,,2022-03-24,2,GR/RO,F,,Y,,,,Liam's Map,Liam's Map,Indexation,Indexation,,,,,,0,,,1901-01-01,"Bluegrass Thoroughbred Services Inc., Agent VI ",,,,WinForce Thoroughbreds,,,,30000.0,,,,,T,2022,0.0,,Indexation,Liam's Map,
2023,Y,23KEEJAN,1,1,2023-01-09,44,44,Banchero,Banchero,,,2022-02-12,3,DB/BR,C,,Y,,,,Higher Power,Higher Power,Infatuated,Infatuated,,,,,,0,,,1901-01-01,"Buckland Sales (Zach Madden), Agent I ",,,,"R.N.A. (15,000)",,,,15000.0,,,,,T,2022,0.0,,Infatuated,Higher Power,
2023,Y,23KEEJAN,1,1,2023-01-09,45,45,Infinite Potential (IRE),Infinite Potential (IRE),,,2017-03-02,7,DB/BR,M,,BP,,,,Invincible Spirit (IRE),Invincible Spirit (IRE),Darysina,Darysina,,,,,,0,,,1901-01-01,"Greenfield Farms, Agent V ",,,,"R.N.A. (45,000)",,,,45000.0,,,,,T,2022,0.0,,Darysina,Invincible Spirit (IRE),
2023,Y,23KEEJAN,1,1,2023-01-09,46,46,Irish Princess,Irish Princess,,,2015-03-06,9,B,M,,B,,,,Bernardini,Bernardini,Rare Bit,Rare Bit,,,,,,0,,McKinzie,2022-06-04,"Buckland Sales (Zach Madden), Agent XIII ",,,,"Rusty Roberts, Agent",,,,22000.0,,,,,T,2022,0.0,pregnant,Rare Bit,Bernardini,
2023,Y,23KEEJAN,1,1,2023-01-09,47,47,Jeanie B (GB),Jeanie B (GB),,,2017-03-01,7,CH,M,,BRP,,,,Bated Breath (GB),Bated Breath (GB),Effie B (GB),Effie B (GB),,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent II ",,,,BBA Ireland,,,,40000.0,,,,,T,2022,0.0,,Effie B (GB),Bated Breath (GB),
2023,Y,23KEEJAN,1,1,2023-01-09,48,48,Newark,Newark,,,2022-03-13,2,CH   ,C,,Y,,,,Not This Time,Not This Time,Jersey Jules,Jersey Jules,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Best Friends Bloodstock,,,,40000.0,,,,,T,2022,0.0,,Jersey Jules,Not This Time,
2023,Y,23KEEJAN,1,1,2023-01-09,49,49,Joyous Times,Joyous Times,,,2017-04-22,7,CH,M,,BP,,,,Kitten's Joy,Kitten's Joy,La Malaguena,La Malaguena,,,,,,0,,,1901-01-01,"Summerfield (Francis and Barbara Vanlangendonck), Agent CXIII",,,,"Lambholm, Agent",,,,20000.0,,,,,T,2022,0.0,,La Malaguena,Kitten's Joy,
2023,Y,23KEEJAN,1,1,2023-01-09,50,50,Power Pour,Power Pour,,,2022-04-12,2,B,C,,Y,,,,Higher Power,Higher Power,J P's Flashy Honey,J P's Flashy Honey,,,,,,0,,,1901-01-01,"Legacy Bloodstock, Agent XV ",,,,"R.N.A. (14,000)",,,,14000.0,,,,,T,2022,0.0,,J P's Flashy Honey,Higher Power,
2023,Y,23KEEJAN,1,1,2023-01-09,51,51,Golden Descent,Golden Descent,,,2022-04-11,2,B    ,C,,Y,,,,Goldencents,Goldencents,Justasprinkle,Justasprinkle,,,,,,0,,,1901-01-01,"Greenfield Farms, Agent II ",,,,Steven Keil,,,,25000.0,,,,,T,2022,0.0,,Justasprinkle,Goldencents,
2023,Y,23KEEJAN,1,1,2023-01-09,52,52,Just Get It,Just Get It,,,2019-05-19,5,DB/BR,F,,BP,,,,Honor Code,Honor Code,Abtasaamah,Abtasaamah,,,,,,0,,,1901-01-01,"Buckland Sales (Zach Madden), Agent II ",,,,Housatonic Bloodstock / Wasabi Ventures Stallions,,,,14000.0,,,,,T,2022,0.0,,Abtasaamah,Honor Code,
2023,Y,23KEEJAN,1,1,2023-01-09,53,53,Herr Amadeus,Herr Amadeus,,,2022-01-31,3,B    ,C,,Y,,,,Munnings,Munnings,Just Playing,Just Playing,,,,,,0,,,1901-01-01,"Bedouin Bloodstock, Agent VII ",,,,Jose Aguirre,,,,60000.0,,,,,T,2022,0.0,,Just Playing,Munnings,
2023,Y,23KEEJAN,1,1,2023-01-09,54,54,Just Talkin,Just Talkin,,,2013-04-17,11,CH,M,,B,,,,Midshipman,Midshipman,Sumthingtotalkabt,Sumthingtotalkabt,,,,,,0,,Maxfield,2022-04-22,"Hunter Valley Farm, Agent ",,,,Woodford Thoroughbreds LLC,,,,320000.0,,,,,T,2022,0.0,pregnant,Sumthingtotalkabt,Midshipman,
2023,Y,23KEEJAN,1,1,2023-01-09,55,55,Katie's Keepsake,Katie's Keepsake,,,2014-01-24,11,DB/BR,M,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Salty Strike,Salty Strike,,,,,,0,,Ghostzapper,2022-04-10,"Nursery Place, Agent ",,,,DC Goff,,,,250000.0,,,,,T,2022,0.0,pregnant,Salty Strike,Medaglia d'Oro,
2023,Y,23KEEJAN,1,1,2023-01-09,56,56,Tiztastic,Tiztastic,,,2022-04-30,2,DB/BR,C,,Y,,,,Tiz the Law,Tiz the Law,Keesha,Keesha,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,"McMahon and Hill Bloodstock, Agent",,,,80000.0,,,,,T,2022,0.0,,Keesha,Tiz the Law,
2023,Y,23KEEJAN,1,1,2023-01-09,57,57,Spun to Purfection,Spun to Purfection,,,2022-04-10,2,B    ,F,,Y,,,,Spun to Run,Spun to Run,Kitten On Call,Kitten On Call,,,,,,0,,,1901-01-01,"Vinery Sales, Agent XIV ",,,,Angel Ordonez,,,,8000.0,,,,,T,2022,0.0,,Kitten On Call,Spun to Run,
2023,Y,23KEEJAN,1,1,2023-01-09,58,58,Knox County Zip,Knox County Zip,,,2012-02-10,13,CH,M,,B,,,,City Zip,City Zip,Menifeeque,Menifeeque,,,,,,0,,Silver State,2022-04-17,"Taylor Made Sales Agency, Agent LXXIX ",,,,Nova Stables,,,,60000.0,,,,,T,2022,0.0,pregnant,Menifeeque,City Zip,
2023,Y,23KEEJAN,1,1,2023-01-09,59,59,The Saint,The Saint,,,2022-03-21,2,B    ,C,,Y,,,,Higher Power,Higher Power,La Condesa,La Condesa,,,,,,0,,,1901-01-01,"Vinery Sales, Agent XLIV ",,,,Bolter Bloodstock,,,,25000.0,,,,,T,2022,0.0,,La Condesa,Higher Power,
2023,Y,23KEEJAN,1,1,2023-01-09,60,60,Lady Blakeney,Lady Blakeney,,,2018-05-17,6,B,M,,BRP,,,,Into Mischief,Into Mischief,Ghost Galaxy,Ghost Galaxy,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XXXVIII ",,,,"Scott Mallory, Agent",,,,22000.0,,,,,T,2022,0.0,,Ghost Galaxy,Into Mischief,
2023,Y,23KEEJAN,1,1,2023-01-09,61,61,Infinitely,Infinitely,,,2022-04-19,2,DB/BR,F,,Y,,,,Gunnevera,Gunnevera,Lady Boss,Lady Boss,,,,,,0,,,1901-01-01,"Greenfield Farms, Agent VI ",,,,Jose Aguirre,,,,15000.0,,,,,T,2022,0.0,,Lady Boss,Gunnevera,
2023,Y,23KEEJAN,1,1,2023-01-09,62,62,Lady Fifty Two,Lady Fifty Two,,,2011-04-13,13,GR/RO,M,,B,,,,Kodiak Kowboy,Kodiak Kowboy,K. D.'s Shady Lady,K. D.'s Shady Lady,,,,,,0,,Lexitonian,2022-03-26,"Wynnstay Sales, Agent I ",,,,Out,,,,0.0,,,,,T,2022,0.0,pregnant,K. D.'s Shady Lady,Kodiak Kowboy,
2023,Y,23KEEJAN,1,1,2023-01-09,63,63,Lady Godiva,Lady Godiva,,,2007-01-29,18,GR/RO,M,,B,,,,Unbridled's Song,Unbridled's Song,Lady of Choice,Lady of Choice,,,,,,0,,Gun Runner,2022-05-05,"Bluewater Sales LLC, Agent II ",,,,Out,,,,0.0,,,,,T,2022,0.0,pregnant,Lady of Choice,Unbridled's Song,
2023,Y,23KEEJAN,1,1,2023-01-09,64,64,Lady Scarlet,Lady Scarlet,,,2019-03-08,5,DB/BR,F,,BRP,,,,Union Rags,Union Rags,Exclude (GB),Exclude (GB),,,,,,0,,,1901-01-01,"Buckland Sales (Zach Madden), Agent XXX ",,,,Glendalough at Dromoland,,,,200000.0,,,,,T,2022,0.0,,Exclude (GB),Union Rags,
2023,Y,23KEEJAN,1,1,2023-01-09,65,65,Lady Tamara,Lady Tamara,,,2017-01-19,8,DB/BR,M,,B,,,,Cross Traffic,Cross Traffic,Greer Lynn,Greer Lynn,,,,,,0,,Rowayton,2022-04-19,"Taylor Made Sales Agency, Agent LXXIV ",,,,Corinne & Bill Heiligbrodt,,,,95000.0,,,,,T,2022,0.0,pregnant,Greer Lynn,Cross Traffic,
2023,Y,23KEEJAN,1,1,2023-01-09,66,66,Lagoon Falls,Lagoon Falls,,,2017-01-18,8,B,M,,B,,,,Uncle Mo,Uncle Mo,Calm Water,Calm Water,,,,,,0,,Practical Joke,2022-03-11,"Denali Stud, Agent XXII ",,,,Repole Stable / Taylor Made Idol Mare Partners ,,,,170000.0,,,,,T,2022,0.0,pregnant,Calm Water,Uncle Mo,
2023,Y,23KEEJAN,1,1,2023-01-09,67,67,Lakota Spirit,Lakota Spirit,,,2019-02-17,6,B,F,,BRP,,,,Curlin,Curlin,Milam,Milam,,,,,,0,,,1901-01-01,"ELiTE, Agent ",,,,Out,,,,0.0,,,,,T,2022,0.0,,Milam,Curlin,
2023,Y,23KEEJAN,1,1,2023-01-09,68,68,Asteria,Asteria,,,2022-01-26,3,DB/BR,F,,Y,,,,Dialed In,Dialed In,La Luna Latte,La Luna Latte,,,,,,0,,,1901-01-01,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent III ",,,,"R.N.A. (9,000)",,,,9000.0,,,,,T,2022,0.0,,La Luna Latte,Dialed In,
2023,Y,23KEEJAN,1,1,2023-01-09,69,69,Gallant Steve,Gallant Steve,,,2022-02-25,2,DB/BR,C,,Y,,,,Dialed In,Dialed In,La Moneda,La Moneda,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Whitehorse Stables,,,,40000.0,,,,,T,2022,0.0,,La Moneda,Dialed In,
2023,Y,23KEEJAN,1,1,2023-01-09,70,70,Sweet Marie,Sweet Marie,,,2022-04-07,2,B    ,F,,Y,,,,Higher Power,Higher Power,Lee Ann W,Lee Ann W,,,,,,0,,,1901-01-01,"Vinery Sales, Agent XXXVI ",,,,Nirvana Farm LLC,,,,30000.0,,,,,T,2022,0.0,,Lee Ann W,Higher Power,
2023,Y,23KEEJAN,1,1,2023-01-09,71,71,Lemhill Basr,Lemhill Basr,,,2013-06-08,11,B,M,,B,,,,Quality Road,Quality Road,Diplomat Lady,Diplomat Lady,,,,,,0,,Authentic,2022-06-04,"Bluewater Sales LLC, Agent II ",,,,"Rusty Roberts, Agent",,,,115000.0,,,,,T,2022,0.0,pregnant,Diplomat Lady,Quality Road,
