Unnamed: 22,SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,YEARFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,UTT,STATUS,TDAM,tSire,tSireofdam,url-ut
,2023,M,23FTNYMIX,2023-10-17,1,1,227,227,NOTHINGBUTASMILE,NOTHINGBUTASMILE,,,2014-03-04,2014,9,B,M,,B,,,NY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,SALTY FARMA,SALTY FARMA,SALT LAKE,SALT LAKE,,,,0,,SEQUEL NEW YORK,1901-01-01,SEQUEL NEW YORK AGENT VI,,,,MISTY MOUNTAIN THOROUGHBREDS LLC,,,,1000,,,,,T,0.0,,SALTY FARMA,MACLEAN'S MUSIC,SALT LAKE,
,2023,M,23FTNYMIX,2023-10-17,1,1,228,228,No Horse,No Horse,,,2023-05-19,2023,0,B,C,,W,,,NY,GOLDENCENTS,GOLDENCENTS,NOTHINGBUTASMILE,NOTHINGBUTASMILE,MACLEAN'S MUSIC,MACLEAN'S MUSIC,,,,0,,SEQUEL NEW YORK,1901-01-01,SEQUEL NEW YORK AGENT VI,,,,OUT,,,,0,,,,,T,0.0,,NOTHINGBUTASMILE,GOLDENCENTS,MACLEAN'S MUSIC,
,2023,M,23FTNYMIX,2023-10-17,1,1,229,229,No Horse,No Horse,,,2023-04-09,2023,0,B,C,,W,,,NY,ARMY MULE,ARMY MULE,ONE HOT SENORITA,ONE HOT SENORITA,SHARP HUMOR,SHARP HUMOR,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT X,,,,BRONCO BLOODSTOCK,,,,20000,,,,,T,0.0,,ONE HOT SENORITA,ARMY MULE,SHARP HUMOR,
,2023,M,23FTNYMIX,2023-10-17,1,1,230,230,No Horse,No Horse,,,2023-03-09,2023,0,B,F,,W,,,NY,SOLOMINI,SOLOMINI,ONE MORE ACT,ONE MORE ACT,PATRIOT ACT,PATRIOT ACT,,,,0,,TURNING POINT BLOODSTOCK,1901-01-01,TURNING POINT BLOODSTOCK AGENT,,,,NOT SOLD,,,,1000,,,,,T,0.0,,ONE MORE ACT,SOLOMINI,PATRIOT ACT,
,2023,M,23FTNYMIX,2023-10-17,1,1,231,231,No Horse,No Horse,,,2023-04-03,2023,0,B,F,,W,,,NY,TONALIST,TONALIST,ONEMORESWEETKISS,ONEMORESWEETKISS,BEDFORD FALLS,BEDFORD FALLS,,,,0,,LILI KOBIELSKI,1901-01-01,THE NEW HILL FARM AGENT,,,,REEVES THOROUGHBRED RACING,,,,9000,,,,,T,0.0,,ONEMORESWEETKISS,TONALIST,BEDFORD FALLS,
,2023,M,23FTNYMIX,2023-10-17,1,1,232,232,ORIENT MOON,ORIENT MOON,,,2009-02-21,2009,14,B,M,,B,,,KY,MALIBU MOON,MALIBU MOON,CAREER ORIENTED,CAREER ORIENTED,CAT'S CAREER,CAT'S CAREER,,,,0,,INDIAN CREEK FARM,1901-01-01,INDIAN CREEK AGENT,,,,PAUL JACKSON,,,,20000,,,,,T,0.0,,CAREER ORIENTED,MALIBU MOON,CAT'S CAREER,
,2023,M,23FTNYMIX,2023-10-17,1,1,233,233,No Horse,No Horse,,,2023-03-30,2023,0,CH,C,,W,,,NY,PRACTICAL JOKE,PRACTICAL JOKE,ORIENT MOON,ORIENT MOON,MALIBU MOON,MALIBU MOON,,,,0,,INDIAN CREEK FARM,1901-01-01,INDIAN CREEK AGENT,,,,OUT,,,,0,,,,,T,0.0,,ORIENT MOON,PRACTICAL JOKE,MALIBU MOON,
,2023,M,23FTNYMIX,2023-10-17,1,1,234,234,No Horse,No Horse,,,2023-03-28,2023,0,B,F,,W,,,NY,SLUMBER (GB),SLUMBER (GB),OVER FORLI (CHI),OVER FORLI (CHI),MILT'S OVERTURE,MILT'S OVERTURE,,,,0,,LILI KOBIELSKI,1901-01-01,THE NEW HILL FARM,,,,MADAKET STABLES LLC,,,,18000,,,,,T,0.0,,OVER FORLI (CHI),SLUMBER (GB),MILT'S OVERTURE,
,2023,M,23FTNYMIX,2023-10-17,1,1,235,235,No Horse,No Horse,,,2023-03-03,2023,0,B,C,,W,,,NY,GALILEAN,GALILEAN,PALUXY PRINCESS,PALUXY PRINCESS,GHOSTZAPPER,GHOSTZAPPER,,,,0,,HIDDEN LAKE FARM LLC,1901-01-01,HIDDEN LAKE FARM LLC AGENT,,,,HIDDEN LAKE FARM,,,,1000,,,,,T,0.0,,PALUXY PRINCESS,GALILEAN,GHOSTZAPPER,
,2023,M,23FTNYMIX,2023-10-17,1,1,236,236,PAMMI DEAREST,PAMMI DEAREST,,,2016-03-01,2016,7,DKB,M,,B,,,KY,VERRAZANO,VERRAZANO,CHAOTIC CAT,CHAOTIC CAT,TALE OF THE CAT,TALE OF THE CAT,,,,0,,LEGACY BLOODSTOCK,1901-01-01,LEGACY BLOODSTOCK AGENT II,,,,NOT SOLD,,,,50000,,,,,T,0.0,,CHAOTIC CAT,VERRAZANO,TALE OF THE CAT,
,2023,M,23FTNYMIX,2023-10-17,1,1,237,237,No Horse,No Horse,,,2023-02-01,2023,0,B,C,,W,,,NY,CONNECT,CONNECT,PAMMI DEAREST,PAMMI DEAREST,VERRAZANO,VERRAZANO,,,,0,,LEGACY BLOODSTOCK,1901-01-01,LEGACY BLOODSTOCK AGENT II,,,,NOT SOLD,,,,40000,,,,,T,0.0,,PAMMI DEAREST,CONNECT,VERRAZANO,
,2023,M,23FTNYMIX,2023-10-17,1,1,238,238,PARIS SUNSET,PARIS SUNSET,,,2015-01-22,2015,8,B,M,,B,,,KY,KITTEN'S JOY,KITTEN'S JOY,TESSIE FLIP,TESSIE FLIP,GRAND SLAM,GRAND SLAM,,,,0,,STUART MORRIS,1901-01-01,STUART MORRIS AGENT II,,,,OUT,,,,0,,,,,T,0.0,,TESSIE FLIP,KITTEN'S JOY,GRAND SLAM,
,2023,M,23FTNYMIX,2023-10-17,1,1,239,239,No Horse,No Horse,,,2023-03-31,2023,0,B,F,,W,,,NY,DIALED IN,DIALED IN,PARIS SUNSET,PARIS SUNSET,KITTEN'S JOY,KITTEN'S JOY,,,,0,,STUART MORRIS,1901-01-01,STUART MORRIS AGENT II,,,,BASIL RABANAL,,,,30000,,,,,T,0.0,,PARIS SUNSET,DIALED IN,KITTEN'S JOY,
,2023,M,23FTNYMIX,2023-10-17,1,1,240,240,No Horse,No Horse,,,2023-04-20,2023,0,B,F,,W,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,PEERESS,PEERESS,AMERICAIN,AMERICAIN,,,,0,,GARY & LAUREL LEAST,1901-01-01,FOGGY BOTTOM FARM AGENT,,,,WHISPERING ANGEL,,,,1000,,,,,T,0.0,,PEERESS,HONEST MISCHIEF,AMERICAIN,
,2023,M,23FTNYMIX,2023-10-17,1,1,241,241,No Horse,No Horse,,,2023-03-07,2023,0,CH,F,,W,,,NY,COMBATANT,COMBATANT,PERFECT FIT,PERFECT FIT,MAJESTICPERFECTION,MAJESTICPERFECTION,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT FOR ROCKRIDGE STUD,,,,OUT,,,,0,,,,,T,0.0,,PERFECT FIT,COMBATANT,MAJESTICPERFECTION,
,2023,M,23FTNYMIX,2023-10-17,1,1,242,242,No Horse,No Horse,,,2023-04-05,2023,0,B,F,,W,,,NY,FOG OF WAR,FOG OF WAR,PERFECT REINS,PERFECT REINS,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,0,,HIDDEN LAKE FARM LLC,1901-01-01,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,0.0,,PERFECT REINS,FOG OF WAR,MEDAGLIA D'ORO,
,2023,M,23FTNYMIX,2023-10-17,1,1,243,243,No Horse,No Horse,,,2023-04-27,2023,0,B,C,,W,,,NY,FREE DROP BILLY,FREE DROP BILLY,PHOENIX PARK,PHOENIX PARK,LOOKIN AT LUCKY,LOOKIN AT LUCKY,,,,0,,TURNING POINT BLOODSTOCK,1901-01-01,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,0.0,,PHOENIX PARK,FREE DROP BILLY,LOOKIN AT LUCKY,
,2023,M,23FTNYMIX,2023-10-17,1,1,244,244,No Horse,No Horse,,,2023-02-26,2023,0,B,C,,W,,,NY,BEAU LIAM,BEAU LIAM,PICCOLO FLATS,PICCOLO FLATS,A. P. WARRIOR,A. P. WARRIOR,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT XXII,,,,TA BLOODSTOCK,,,,40000,,,,,T,0.0,,PICCOLO FLATS,BEAU LIAM,A. P. WARRIOR,
,2023,M,23FTNYMIX,2023-10-17,1,1,245,245,PILLOW FIGHT,PILLOW FIGHT,,,2023-02-14,2023,0,DKB,C,,W,,,NY,SLUMBER (GB),SLUMBER (GB),WORTH FIGHTING FOR,WORTH FIGHTING FOR,BROKEN VOW,BROKEN VOW,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT FOR ROCKRIDGE STUD,,,,MADAKET STABLES LLC,,,,30000,,,,,T,0.0,,WORTH FIGHTING FOR,SLUMBER (GB),BROKEN VOW,
,2023,M,23FTNYMIX,2023-10-17,1,1,246,246,PINK PEPPERMINT,PINK PEPPERMINT,,,2017-01-22,2017,6,GRR,M,,B,,,KY,CREATIVE CAUSE,CREATIVE CAUSE,BREAKFAST TIME,BREAKFAST TIME,KITTEN'S JOY,KITTEN'S JOY,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT FOR HEAD OF PLAINS LLC,,,,BRONCO BLOODSTOCK,,,,60000,,,,,T,0.0,,BREAKFAST TIME,CREATIVE CAUSE,KITTEN'S JOY,
,2023,M,23FTNYMIX,2023-10-17,1,1,247,247,No Horse,No Horse,,,2023-02-09,2023,0,B,C,,W,,,NY,MODERNIST,MODERNIST,PIONEEROF NEW YORK,PIONEEROF NEW YORK,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT XXXI,,,,RAMIRO SALAZAR AGENT,,,,5000,,,,,T,0.0,,PIONEEROF NEW YORK,MODERNIST,PIONEEROF THE NILE,
,2023,M,23FTNYMIX,2023-10-17,1,1,248,248,No Horse,No Horse,,,2023-02-26,2023,0,DKB,F,,W,,,NY,INDEPENDENCE HALL,INDEPENDENCE HALL,PLEASANT HARBOR,PLEASANT HARBOR,ROCKPORT HARBOR,ROCKPORT HARBOR,,,,0,,RHAPSODY FARM LLC,1901-01-01,RHAPSODY FARM LLC AGENT,,,,BRONCO BLOODSTOCK,,,,75000,,,,,T,0.0,,PLEASANT HARBOR,INDEPENDENCE HALL,ROCKPORT HARBOR,
,2023,M,23FTNYMIX,2023-10-17,1,1,249,249,No Horse,No Horse,,,2023-03-31,2023,0,CH,C,,W,,,NY,FREUD,FREUD,PLENTY OF CHROME,PLENTY OF CHROME,BIG DRAMA,BIG DRAMA,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT XXIX,,,,HEATHER LARSON,,,,3000,,,,,T,0.0,,PLENTY OF CHROME,FREUD,BIG DRAMA,
,2023,M,23FTNYMIX,2023-10-17,1,1,250,250,No Horse,No Horse,,,2023-04-19,2023,0,B,F,,W,,,NY,GALILEAN,GALILEAN,PLINKING,PLINKING,TALKIN MAN,TALKIN MAN,,,,0,,HIDDEN LAKE FARM LLC,1901-01-01,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,19000,,,,,T,0.0,,PLINKING,GALILEAN,TALKIN MAN,
,2023,M,23FTNYMIX,2023-10-17,1,1,251,251,No Horse,No Horse,,,2023-02-11,2023,0,B,C,,W,,,NY,GOOD MAGIC,GOOD MAGIC,POPSTAR,POPSTAR,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT IV,,,,C F FARM,,,,230000,,,,,T,0.0,,POPSTAR,GOOD MAGIC,MEDAGLIA D'ORO,
,2023,M,23FTNYMIX,2023-10-17,1,1,252,252,No Horse,No Horse,,,2023-03-17,2023,0,B,C,,W,,,NY,MODERNIST,MODERNIST,PRAIRIE TRIP,PRAIRIE TRIP,TRIPPI,TRIPPI,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT FOR MAJESTIC VIEW FARMS INT'L,,,,NOT SOLD,,,,24000,,,,,T,0.0,,PRAIRIE TRIP,MODERNIST,TRIPPI,
,2023,M,23FTNYMIX,2023-10-17,1,1,253,253,PRETTY SHEA D,PRETTY SHEA D,,,2015-03-20,2015,8,B,M,,B,,,KY,PAYNTER,PAYNTER,ECHO HARBOR,ECHO HARBOR,BOSTON HARBOR,BOSTON HARBOR,,,,0,,HIDDEN LAKE FARM LLC,1901-01-01,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,0.0,,ECHO HARBOR,PAYNTER,BOSTON HARBOR,
,2023,M,23FTNYMIX,2023-10-17,1,1,254,254,PRISCA,PRISCA,,,2020-03-18,2020,3,DKB,M,,B,,,KY,CLASSIC EMPIRE,CLASSIC EMPIRE,BOLD ASSURANCE,BOLD ASSURANCE,STORMY ATLANTIC,STORMY ATLANTIC,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT FOR HEAD OF PLAINS LLC,,,,NOT SOLD,,,,7000,,,,,T,0.0,,BOLD ASSURANCE,CLASSIC EMPIRE,STORMY ATLANTIC,
,2023,M,23FTNYMIX,2023-10-17,1,1,255,255,PUFF PIECE,PUFF PIECE,,,2013-02-24,2013,10,DKB,M,,B,,,NY,FLATTER,FLATTER,VIVI'S BOOK,VIVI'S BOOK,LYCIUS,LYCIUS,,,,0,,MCMAHON OF SARATOGA THB LLC,1901-01-01,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT FOR VIVIEN G. MALLOY,,,,NOT SOLD,,,,1000,,,,,T,0.0,,VIVI'S BOOK,FLATTER,LYCIUS,
,2023,M,23FTNYMIX,2023-10-17,1,1,256,256,No Horse,No Horse,,,2023-02-06,2023,0,B,F,,W,,,NY,KING FOR A DAY,KING FOR A DAY,QUALIFYING,QUALIFYING,QUALITY ROAD,QUALITY ROAD,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT XXXIV,,,,M G RACING,,,,2000,,,,,T,0.0,,QUALIFYING,KING FOR A DAY,QUALITY ROAD,
,2023,M,23FTNYMIX,2023-10-17,1,1,257,257,No Horse,No Horse,,,2023-02-11,2023,0,B,F,,W,,,NY,KNOWN AGENDA,KNOWN AGENDA,QUEEN BESS,QUEEN BESS,TIZNOW,TIZNOW,,,,0,,TURNING POINT BLOODSTOCK,1901-01-01,TURNING POINT BLOODSTOCK AGENT,,,,NOT SOLD,,,,17000,,,,,T,0.0,,QUEEN BESS,KNOWN AGENDA,TIZNOW,
,2023,M,23FTNYMIX,2023-10-17,1,1,258,258,QUEEN OF LIES,QUEEN OF LIES,,,2018-04-16,2018,5,CH,M,,B,,,NY,BURATINO (IRE),BURATINO (IRE),QUEEN OF MAY,QUEEN OF MAY,BERNARDINI,BERNARDINI,,,,0,,INDIAN CREEK FARM,1901-01-01,INDIAN CREEK AGENT,,,,OUT,,,,0,,,,,T,0.0,,QUEEN OF MAY,BURATINO (IRE),BERNARDINI,
,2023,M,23FTNYMIX,2023-10-17,1,1,259,259,No Horse,No Horse,,,2023-02-26,2023,0,CH,C,,W,,,NY,SOLOMINI,SOLOMINI,RADIANT BEAUTY,RADIANT BEAUTY,ORB,ORB,,,,0,,RHAPSODY FARM LLC,1901-01-01,RHAPSODY FARM LLC AGENT,,,,NOT SOLD,,,,6000,,,,,T,0.0,,RADIANT BEAUTY,SOLOMINI,ORB,
,2023,M,23FTNYMIX,2023-10-17,1,1,260,260,No Horse,No Horse,,,2023-02-28,2023,0,B,F,,W,,,NY,VEKOMA,VEKOMA,RAVING,RAVING,CALIFORNIA CHROME,CALIFORNIA CHROME,,,,0,,LILI KOBIELSKI,1901-01-01,THE NEW HILL FARM,,,,NOT SOLD,,,,37000,,,,,T,0.0,,RAVING,VEKOMA,CALIFORNIA CHROME,
,2023,M,23FTNYMIX,2023-10-17,1,1,261,261,RECEIVE A GIFT,RECEIVE A GIFT,,,2020-04-11,2020,3,CH,M,,B,,,KY,FROSTED,FROSTED,MYRIAD,MYRIAD,GHOSTZAPPER,GHOSTZAPPER,,,,0,,SARATOGA GLEN FARM LLC,1901-01-01,SARATOGA GLEN FARM AGENT,,,,NOT SOLD,,,,9000,,,,,T,0.0,,MYRIAD,FROSTED,GHOSTZAPPER,
,2023,M,23FTNYMIX,2023-10-17,1,1,262,262,No Horse,No Horse,,,2023-04-29,2023,0,CH,F,,W,,,NY,ENGAGE,ENGAGE,RED'S ROUND TABLE,RED'S ROUND TABLE,CUVEE,CUVEE,,,,0,,HIDDEN LAKE FARM LLC,1901-01-01,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,19000,,,,,T,0.0,,RED'S ROUND TABLE,ENGAGE,CUVEE,
,2023,M,23FTNYMIX,2023-10-17,1,1,263,263,No Horse,No Horse,,,2023-03-12,2023,0,DKB,F,,W,,,NY,CENTRAL BANKER,CENTRAL BANKER,REIKA,REIKA,STREET SENSE,STREET SENSE,,,,0,,MCMAHON OF SARATOGA THB LLC,1901-01-01,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,BERGEN STABLES,,,,7000,,,,,T,0.0,,REIKA,CENTRAL BANKER,STREET SENSE,
,2023,M,23FTNYMIX,2023-10-17,1,1,264,264,No Horse,No Horse,,,2023-05-03,2023,0,B,C,,W,,,NY,GALILEAN,GALILEAN,R FROSTY ONE,R FROSTY ONE,SOUTHERN SUCCESS,SOUTHERN SUCCESS,,,,0,,HIDDEN LAKE FARM LLC,1901-01-01,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,1000,,,,,T,0.0,,R FROSTY ONE,GALILEAN,SOUTHERN SUCCESS,
,2023,M,23FTNYMIX,2023-10-17,1,1,265,265,ROCKIN HEATHER,ROCKIN HEATHER,,,2008-03-19,2008,15,DKB,M,,B,,,KY,IN EXCESS (IRE),IN EXCESS (IRE),HEATHERDOESNTBLUFF,HEATHERDOESNTBLUFF,OLD TRIESTE,OLD TRIESTE,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT XLVIII,,,,OUT,,,,0,,,,,T,0.0,,HEATHERDOESNTBLUFF,IN EXCESS (IRE),OLD TRIESTE,
,2023,M,23FTNYMIX,2023-10-17,1,1,266,266,No Horse,No Horse,,,2023-02-13,2023,0,B,F,,W,,,NY,INDEPENDENCE HALL,INDEPENDENCE HALL,ROCK 'N WOLIN,ROCK 'N WOLIN,NOT FOR LOVE,NOT FOR LOVE,,,,0,,LILI KOBIELSKI,1901-01-01,THE NEW HILL FARM,,,,REEVES THOROUGHBRED RACING,,,,40000,,,,,T,0.0,,ROCK 'N WOLIN,INDEPENDENCE HALL,NOT FOR LOVE,
,2023,M,23FTNYMIX,2023-10-17,1,1,267,267,ROCK THIS TOWNE,ROCK THIS TOWNE,,,2020-03-12,2020,3,DKB,M,,B,,,KY,MO TOWN,MO TOWN,SHOPPED OUT,SHOPPED OUT,MINESHAFT,MINESHAFT,,,,0,,INDIAN CREEK FARM,1901-01-01,INDIAN CREEK AGENT,,,,LEMB STABLES,,,,55000,,,,,T,0.0,,SHOPPED OUT,MO TOWN,MINESHAFT,
,2023,M,23FTNYMIX,2023-10-17,1,1,268,268,ROSE' TO BLAME,ROSE' TO BLAME,,,2017-02-10,2017,6,B,M,,B,,,KY,BLAME,BLAME,SATIRICAL,SATIRICAL,DISTORTED HUMOR,DISTORTED HUMOR,,,,0,,LEGACY BLOODSTOCK,1901-01-01,LEGACY BLOODSTOCK AGENT II,,,,LAMBHOLM AGT,,,,75000,,https://vimeo.com/874436241?share=copy,,Y,T,0.0,,SATIRICAL,BLAME,DISTORTED HUMOR,
,2023,M,23FTNYMIX,2023-10-17,1,1,269,269,No Horse,No Horse,,,2023-03-21,2023,0,GRR,C,,W,,,NY,LIAM'S MAP,LIAM'S MAP,ROSE' TO BLAME,ROSE' TO BLAME,BLAME,BLAME,,,,0,,LEGACY BLOODSTOCK,1901-01-01,LEGACY BLOODSTOCK AGENT II,,,,CHERRY KNOLL,,,,110000,,,,,T,0.0,,ROSE' TO BLAME,LIAM'S MAP,BLAME,
,2023,M,23FTNYMIX,2023-10-17,1,1,270,270,No Horse,No Horse,,,2023-03-01,2023,0,DKB,F,,W,,,NY,TIZ THE LAW,TIZ THE LAW,RUNFASTANDLOUD,RUNFASTANDLOUD,NATIVE RULER,NATIVE RULER,,,,0,,LILI KOBIELSKI,1901-01-01,THE NEW HILL FARM,,,,CYPRESSHEAD RACING,,,,52000,,,,,T,0.0,,RUNFASTANDLOUD,TIZ THE LAW,NATIVE RULER,
,2023,M,23FTNYMIX,2023-10-17,1,1,271,271,No Horse,No Horse,,,2023-04-01,2023,0,GRR,F,,W,,,NY,CENTRAL BANKER,CENTRAL BANKER,SAILONSILVERGIRL,SAILONSILVERGIRL,MIZZEN MAST,MIZZEN MAST,,,,0,,RHAPSODY FARM LLC,1901-01-01,RHAPSODY FARM LLC AGENT,,,,MICHELLE REDDING,,,,7000,,,,,T,0.0,,SAILONSILVERGIRL,CENTRAL BANKER,MIZZEN MAST,
,2023,M,23FTNYMIX,2023-10-17,1,1,272,272,No Horse,No Horse,,,2023-03-08,2023,0,B,C,,W,,,NY,TAKE CHARGE INDY,TAKE CHARGE INDY,SAILOR'S TREASURE,SAILOR'S TREASURE,GOLDENCENTS,GOLDENCENTS,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT LVII,,,,NOT SOLD,,,,1000,,,,,T,0.0,,SAILOR'S TREASURE,TAKE CHARGE INDY,GOLDENCENTS,
,2023,M,23FTNYMIX,2023-10-17,1,1,273,273,SALLY O'BRIEN,SALLY O'BRIEN,,,2017-04-23,2017,6,CH,M,,B,,,KY,DISTORTED HUMOR,DISTORTED HUMOR,STAR TORINA,STAR TORINA,A.P. INDY,A.P. INDY,,,,0,,INDIAN CREEK FARM,1901-01-01,INDIAN CREEK AGENT,,,,FORTUNE FARM LLC,,,,55000,,,,,T,0.0,,STAR TORINA,DISTORTED HUMOR,A.P. INDY,
,2023,M,23FTNYMIX,2023-10-17,1,1,274,274,No Horse,No Horse,,,2023-02-17,2023,0,B,F,,W,,,NY,CODE OF HONOR,CODE OF HONOR,SAMANDAH,SAMANDAH,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,0,,TURNING POINT BLOODSTOCK,1901-01-01,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,0.0,,SAMANDAH,CODE OF HONOR,PIONEEROF THE NILE,
,2023,M,23FTNYMIX,2023-10-17,1,1,275,275,No Horse,No Horse,,,2023-03-03,2023,0,B,C,,W,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,SARAH'S KITTEN,SARAH'S KITTEN,KITTEN'S JOY,KITTEN'S JOY,,,,0,,LILI KOBIELSKI,1901-01-01,THE NEW HILL FARM AGENT,,,,SETH GREGORY AGENT,,,,10000,,,,,T,0.0,,SARAH'S KITTEN,HONEST MISCHIEF,KITTEN'S JOY,
,2023,M,23FTNYMIX,2023-10-17,1,1,276,276,SEEYOUINTHETOWN,SEEYOUINTHETOWN,,,2008-02-08,2008,15,B,M,,B,,,KY,SPEIGHTSTOWN,SPEIGHTSTOWN,INVITING,INVITING,EXPLOIT,EXPLOIT,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT XLVIII,,,,OUT,,,,0,,,,,T,0.0,,INVITING,SPEIGHTSTOWN,EXPLOIT,
,2023,M,23FTNYMIX,2023-10-17,1,1,277,277,No Horse,No Horse,,,2023-03-14,2023,0,DKB,F,,W,,,NY,UNIFIED,UNIFIED,SENSE OF PEACE,SENSE OF PEACE,MISSION IMPAZIBLE,MISSION IMPAZIBLE,,,,0,,SEQUEL NEW YORK,1901-01-01,SEQUEL NEW YORK AGENT XIII,,,,NOT SOLD,,,,1000,,,,,T,0.0,,SENSE OF PEACE,UNIFIED,MISSION IMPAZIBLE,
,2023,M,23FTNYMIX,2023-10-17,1,1,278,278,No Horse,No Horse,,,2023-03-26,2023,0,DKB,F,,W,,,NY,TIZ THE LAW,TIZ THE LAW,SHANTAY YOU STAY,SHANTAY YOU STAY,JAPAN,JAPAN,,,,0,,STUART MORRIS,1901-01-01,STUART MORRIS AGENT FOR WALDORF FARM,,,,LAMBHOLM AGENT,,,,52000,,,,,T,0.0,,SHANTAY YOU STAY,TIZ THE LAW,JAPAN,
,2023,M,23FTNYMIX,2023-10-17,1,1,279,279,No Horse,No Horse,,,2023-02-02,2023,0,DKB,F,,W,,,NY,UNIFIED,UNIFIED,SHE THROWS HEAT,SHE THROWS HEAT,HONOR CODE,HONOR CODE,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT XXXVIII,,,,OUT,,,,0,,,,,T,0.0,,SHE THROWS HEAT,UNIFIED,HONOR CODE,
,2023,M,23FTNYMIX,2023-10-17,1,1,280,280,No Horse,No Horse,,,2023-04-29,2023,0,B,F,,W,,,NY,ECHO TOWN,ECHO TOWN,SILVER SANDS,SILVER SANDS,EL PRADO (IRE),EL PRADO (IRE),,,,0,,HIDDEN LAKE FARM LLC,1901-01-01,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,0.0,,SILVER SANDS,ECHO TOWN,EL PRADO (IRE),
,2023,M,23FTNYMIX,2023-10-17,1,1,281,281,No Horse,No Horse,,,2023-02-03,2023,0,CH,F,,W,,,NY,SOLOMINI,SOLOMINI,SKY GAL,SKY GAL,SKY MESA,SKY MESA,,,,0,,MCMAHON OF SARATOGA THB LLC,1901-01-01,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,1000,,,,,T,0.0,,SKY GAL,SOLOMINI,SKY MESA,
,2023,M,23FTNYMIX,2023-10-17,1,1,282,282,SLIGHTLY TIPSY,SLIGHTLY TIPSY,,,2015-04-23,2015,8,DKB,M,,B,,,NC,UNCLE MO,UNCLE MO,SONOROUS,SONOROUS,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,0,,LILI KOBIELSKI,1901-01-01,THE NEW HILL FARM AGENT,,,,LUIS SEGLIN AGENT,,,,3000,,,,,T,0.0,,SONOROUS,UNCLE MO,UNBRIDLED'S SONG,
,2023,M,23FTNYMIX,2023-10-17,1,1,283,283,SOUL OPPOSITION,SOUL OPPOSITION,,,2010-03-01,2010,13,CH,M,,B,,,NY,THUNDER GULCH,THUNDER GULCH,SOUL POSSESSION,SOUL POSSESSION,BELONG TO ME,BELONG TO ME,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT I,,,,NOT SOLD,,,,1000,,,,,T,0.0,,SOUL POSSESSION,THUNDER GULCH,BELONG TO ME,
,2023,M,23FTNYMIX,2023-10-17,1,1,284,284,No Horse,No Horse,,,2023-02-02,2023,0,B,C,,W,,,NY,MIDNIGHT LUTE,MIDNIGHT LUTE,SOUTHERN CHARMER,SOUTHERN CHARMER,DIXIE UNION,DIXIE UNION,,,,0,,VINERY SALES,1901-01-01,VINERY SALES AGENT LIX,,,,NOT SOLD,,,,27000,,,,,T,0.0,,SOUTHERN CHARMER,MIDNIGHT LUTE,DIXIE UNION,
