Unnamed: 21,SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,YEARFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,UTT,STATUS,TDAM,tSire,tSireofdam,url-ut
,2023,Y,23FTKNOV,2023-11-07,1,1,228,228,FAIZA,FAIZA,,,2020-04-14,2020,3,B,F,,BP,,,KY,GIRVIN,GIRVIN,SWEET PISTOL,SWEET PISTOL,SMART STRIKE,SMART STRIKE,,,,0,,,1901-01-01,HILL 'N' DALE AT XALAPA AGENT,,,,GODOLPHIN LLC,,,,4000000,,,,,T,HTML,,SWEET PISTOL,GIRVIN,SMART STRIKE,
,2023,Y,23FTKNOV,2023-11-07,1,1,229,229,FAR AWAY LOVE (ARG),FAR AWAY LOVE (ARG),,,2018-07-08,2018,5,CH,M,,BP,,,ARG,VIOLENCE,VIOLENCE,FAR AWAY EYES (ARG),FAR AWAY EYES (ARG),NOT FOR SALE (ARG),NOT FOR SALE (ARG),,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXXVII,,,,JS COMPANY LTD,,,,375000,,,,,T,HTML,,FAR AWAY EYES (ARG),VIOLENCE,NOT FOR SALE (ARG),
,2023,Y,23FTKNOV,2023-11-07,1,1,230,230,FEV ROVER (IRE),FEV ROVER (IRE),,,2018-02-14,2018,5,B,M,,RB,,,IRE,GUTAIFAN (IRE),GUTAIFAN (IRE),LAURELITA (IRE),LAURELITA (IRE),HIGH CHAPARRAL (IRE),HIGH CHAPARRAL (IRE),,,,0,,,1901-01-01,GAINESWAY AGENT I,,,,OUT,,,,0,,,,,T,HTML,,LAURELITA (IRE),GUTAIFAN (IRE),HIGH CHAPARRAL (IRE),
,2023,Y,23FTKNOV,2023-11-07,1,1,231,231,FLATTER HER AGAIN,FLATTER HER AGAIN,,,2019-03-15,2019,4,CH,F,,B,,,OH,FLATTER,FLATTER,KIOSK,KIOSK,LEFT BANKER,LEFT BANKER,,,,0,,,1901-01-01,BTE STABLES AGENT,,,,OUT,,,,0,,,,,T,HTML,,KIOSK,FLATTER,LEFT BANKER,
,2023,Y,23FTKNOV,2023-11-07,1,1,232,232,FREEDOM SPEAKS,FREEDOM SPEAKS,,,2019-04-03,2019,4,GRR,F,,RB,,,KY,AMERICAN FREEDOM,AMERICAN FREEDOM,WICKED SPEED,WICKED SPEED,MACHO UNO,MACHO UNO,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXV,,,,OUT,,,,0,,,,,T,HTML,,WICKED SPEED,AMERICAN FREEDOM,MACHO UNO,
,2023,Y,23FTKNOV,2023-11-07,1,1,233,233,FUN TO DREAM,FUN TO DREAM,,,2019-02-18,2019,4,GRR,F,,BP,,,CA,ARROGATE,ARROGATE,LUTESS,LUTESS,MARIA'S MON,MARIA'S MON,,,,0,,,1901-01-01,HILL 'N' DALE AT XALAPA AGENT,,,,K I FARM,,,,1900000,,,,,T,HTML,,LUTESS,ARROGATE,MARIA'S MON,
,2023,Y,23FTKNOV,2023-11-07,1,1,234,234,GERRYMANDER,GERRYMANDER,,,2019-04-07,2019,4,B,F,,RB,,,KY,INTO MISCHIEF,INTO MISCHIEF,RUBY LIPS,RUBY LIPS,HARD SPUN,HARD SPUN,,,,0,,,1901-01-01,ELITE AGENT,,,,OUT,,,,0,,,,,T,HTML,,RUBY LIPS,INTO MISCHIEF,HARD SPUN,
,2023,Y,23FTKNOV,2023-11-07,1,1,235,235,GIFT OF GLORY,GIFT OF GLORY,,,2015-04-11,2015,8,B,M,,B,,,FL,LOOKIN AT LUCKY,LOOKIN AT LUCKY,GLENCOE CHURCH,GLENCOE CHURCH,CAPOTE,CAPOTE,,,,0,,,1901-01-01,BALLYSAX BLOODSTOCK AGENT V,,,,GRANTLEY ACRES,,,,265000,,,,,T,HTML,,GLENCOE CHURCH,LOOKIN AT LUCKY,CAPOTE,
,2023,Y,23FTKNOV,2023-11-07,1,1,236,236,GODDESS PELE,GODDESS PELE,,,2020-02-15,2020,3,CH,F,,B,,,KY,WEST COAST,WEST COAST,FIERY PULPIT,FIERY PULPIT,PULPIT,PULPIT,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT FOR DJ STABLE LLC GRADUATE,,,,GAVIN O CONNOR AGENT FOR JOHN STEWART,,,,300000,,,,,T,HTML,,FIERY PULPIT,WEST COAST,PULPIT,
,2023,Y,23FTKNOV,2023-11-07,1,1,237,237,GOODNIGHT OLIVE,GOODNIGHT OLIVE,,,2018-04-30,2018,5,DKB,M,,RB,,,KY,GHOSTZAPPER,GHOSTZAPPER,SALTY STRIKE,SALTY STRIKE,SMART STRIKE,SMART STRIKE,,,,0,,,1901-01-01,ELITE AGENT,,,,GAVIN O CONNOR AGENT FOR JOHN STEWART,,,,6000000,,,,,T,HTML,,SALTY STRIKE,GHOSTZAPPER,SMART STRIKE,
,2023,Y,23FTKNOV,2023-11-07,1,1,238,238,GRAND SOFIA,GRAND SOFIA,,,2014-04-28,2014,9,CH,M,,B,,,KY,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,SWEET TRIP,SWEET TRIP,CARSON CITY,CARSON CITY,,,,0,,,1901-01-01,BLUEWATER SALES LLC AGENT IV,,,,NOT SOLD,,,,875000,,,,,T,HTML,,SWEET TRIP,GIANT'S CAUSEWAY,CARSON CITY,
,2023,Y,23FTKNOV,2023-11-07,1,1,239,239,HALF IS ENOUGH,HALF IS ENOUGH,,,2019-01-19,2019,4,B,F,,B,,,KY,FROSTED,FROSTED,MOREA,MOREA,INDIAN CHARLIE,INDIAN CHARLIE,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXXIX,,,,MULHOLLAND SPRINGS AGENT FOR MEADOW WOOD FARM,,,,500000,,,,,T,HTML,,MOREA,FROSTED,INDIAN CHARLIE,
,2023,Y,23FTKNOV,2023-11-07,1,1,240,240,HER WORLD (IRE),HER WORLD (IRE),,,2019-03-05,2019,4,GRR,F,,B,,,IRE,CARAVAGGIO,CARAVAGGIO,MUNDUS NOVUS,MUNDUS NOVUS,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT IX,,,,OUT,,,,0,,,,,T,HTML,,MUNDUS NOVUS,CARAVAGGIO,UNBRIDLED'S SONG,
,2023,Y,23FTKNOV,2023-11-07,1,1,241,241,HIGHER TRUTH (IRE),HIGHER TRUTH (IRE),,,2018-05-07,2018,5,B,M,,BP,,,IRE,GALILEO (IRE),GALILEO (IRE),WANNABE BETTER (IRE),WANNABE BETTER (IRE),DUKE OF MARMALADE (IRE),DUKE OF MARMALADE (IRE),,,,0,,,1901-01-01,INDIAN CREEK AGENT,,,,GODOLPHIN LLC,,,,1500000,,,,,T,HTML,,WANNABE BETTER (IRE),GALILEO (IRE),DUKE OF MARMALADE (IRE),
,2023,Y,23FTKNOV,2023-11-07,1,1,242,242,HOMEMADE MO NAE,HOMEMADE MO NAE,,,2017-03-06,2017,6,B,M,,B,,,FL,UNCLE MO,UNCLE MO,HOMESTEADER,HOMESTEADER,PIONEERING,PIONEERING,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXV,,,,PADDINGTON INVESTMENTS,,,,185000,,,,,T,HTML,,HOMESTEADER,UNCLE MO,PIONEERING,
,2023,Y,23FTKNOV,2023-11-07,1,1,243,243,HOODOOLAND,HOODOOLAND,,,2019-05-11,2019,4,DKB,F,,B,,,KY,MEDAGLIA D'ORO,MEDAGLIA D'ORO,THEYCALLMELADYLUCK,THEYCALLMELADYLUCK,DIXIE UNION,DIXIE UNION,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XIX,,,,GREEN LANTERN STABLES LLC PATRICK MASSON,,,,700000,,,,,T,HTML,,THEYCALLMELADYLUCK,MEDAGLIA D'ORO,DIXIE UNION,
,2023,Y,23FTKNOV,2023-11-07,1,1,244,244,HOT PEPPERS,HOT PEPPERS,,,2019-04-09,2019,4,B,F,,RB,,,FL,KHOZAN,KHOZAN,FRIENDS PRO,FRIENDS PRO,FRIENDS LAKE,FRIENDS LAKE,,,,0,,,1901-01-01,ELITE AGENT,,,,OUT,,,,0,,,,,T,HTML,,FRIENDS PRO,KHOZAN,FRIENDS LAKE,
,2023,Y,23FTKNOV,2023-11-07,1,1,245,245,HOWDYOUMAKEURMONEY,HOWDYOUMAKEURMONEY,,,2019-02-26,2019,4,B,F,,BP,,,NY,FREUD,FREUD,EXCLUSIVELY YOURS,EXCLUSIVELY YOURS,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,0,,,1901-01-01,ELITE AGENT,,,,HOWSON AND HOUNDSWORTH BDSTK,,,,135000,,https://vimeo.com/881378330?share=copy,,,T,HTML,,EXCLUSIVELY YOURS,FREUD,ELUSIVE QUALITY,
,2023,Y,23FTKNOV,2023-11-07,1,1,246,246,SOSUA,SOSUA,,,2017-04-08,2017,6,GRR,M,,B,,,KY,SPEIGHTSTOWN,SPEIGHTSTOWN,CARA MARIE,CARA MARIE,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,0,,,1901-01-01,BLUEWATER SALES LLC AGENT VIII,,,,BLANDFORD BLOODSTOCK LTD,,,,560000,,,,,T,HTML,,CARA MARIE,SPEIGHTSTOWN,UNBRIDLED'S SONG,
,2023,Y,23FTKNOV,2023-11-07,1,1,247,247,FUN AND FEISTY,FUN AND FEISTY,,,2020-03-06,2020,3,DKB,F,,RB,,,KY,MIDSHIPMAN,MIDSHIPMAN,GROUSE GRIND,GROUSE GRIND,FIRST SAMURAI,FIRST SAMURAI,,,,0,,,1901-01-01,GAINESWAY AGENT VIII,,,,SPENDTHRIFT FARM LLC,,,,300000,,,,,T,HTML,,GROUSE GRIND,MIDSHIPMAN,FIRST SAMURAI,
,2023,Y,23FTKNOV,2023-11-07,1,1,248,248,AL ULA PRINCESS,AL ULA PRINCESS,,,2020-02-19,2020,3,GRR,F,,B,,,KY,TAPWRIT,TAPWRIT,SHEZA SMOKE SHOW,SHEZA SMOKE SHOW,WILKO,WILKO,,,,0,,,1901-01-01,GAINESWAY AGENT IX,,,,NOT SOLD,,,,245000,,,,,T,HTML,,SHEZA SMOKE SHOW,TAPWRIT,WILKO,
,2023,Y,23FTKNOV,2023-11-07,1,1,249,249,SUSIE'S BABY,SUSIE'S BABY,,,2012-03-30,2012,11,GRR,M,,B,,,KY,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,MEKKO HOKTE,MEKKO HOKTE,HOLY BULL,HOLY BULL,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XLV,,,,OUT,,,,0,,,,,T,HTML,,MEKKO HOKTE,GIANT'S CAUSEWAY,HOLY BULL,
,2023,Y,23FTKNOV,2023-11-07,1,1,250,250,NICKNAME,NICKNAME,,,2013-02-03,2013,10,DKB,M,,B,,,KY,SCAT DADDY,SCAT DADDY,NINA FEVER,NINA FEVER,BORREGO,BORREGO,,,,0,,,1901-01-01,DENALI STUD AGENT III,,,,NOT SOLD,,,,1450000,,,,,T,HTML,,NINA FEVER,SCAT DADDY,BORREGO,
,2023,Y,23FTKNOV,2023-11-07,1,1,251,251,WON HAPPY MAMA,WON HAPPY MAMA,,,2021-04-18,2021,2,DKB,F,,RB,,,IA,RUNHAPPY,RUNHAPPY,VICARIOUS WON,VICARIOUS WON,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,0,,,1901-01-01,WYNNSTAY SALES AGENT VI,,,,OUT,,,,0,,,,,T,HTML,,VICARIOUS WON,RUNHAPPY,ELUSIVE QUALITY,
,2023,Y,23FTKNOV,2023-11-07,1,1,252,252,DEFINING HOPE,DEFINING HOPE,,,2014-03-27,2014,9,DKB,M,,B,,,IN,STRONG HOPE,STRONG HOPE,ON THE POINT,ON THE POINT,POINT GIVEN,POINT GIVEN,,,,0,,,1901-01-01,GAINESWAY AGENT X,,,,OUT,,,,0,,,,,T,HTML,,ON THE POINT,STRONG HOPE,POINT GIVEN,
,2023,Y,23FTKNOV,2023-11-07,1,1,253,253,HAPPY SOUL,HAPPY SOUL,,,2019-05-09,2019,4,B,F,,RB,,,KY,RUNHAPPY,RUNHAPPY,COWGIRL LUCKY,COWGIRL LUCKY,STEPHEN GOT EVEN,STEPHEN GOT EVEN,,,,0,,,1901-01-01,DENALI STUD AGENT IV,,,,NOT SOLD,,,,575000,,,,,T,HTML,,COWGIRL LUCKY,RUNHAPPY,STEPHEN GOT EVEN,
,2023,Y,23FTKNOV,2023-11-07,1,1,254,254,TONI TOOLS,TONI TOOLS,,,2014-02-05,2014,9,B,M,,B,,,NY,ROARING FEVER,ROARING FEVER,PATINE,PATINE,SMART STRIKE,SMART STRIKE,,,,0,,,1901-01-01,ELITE AGENT,,,,H ALBINA AGENT FOR NEWTOWNANNER,,,,330000,,https://vimeo.com/881160120?share=copy,,,T,HTML,,PATINE,ROARING FEVER,SMART STRIKE,
,2023,Y,23FTKNOV,2023-11-07,1,1,255,255,ONE MORE KELLY,ONE MORE KELLY,,,2019-06-05,2019,4,B,F,,RB,,,PA,NOT THIS TIME,NOT THIS TIME,KELLY MAC,KELLY MAC,THUNDER GULCH,THUNDER GULCH,,,,0,,,1901-01-01,POPE MCLEAN (CRESTWOOD FARM) AGENT III,,,,OUT,,,,0,,,,,T,HTML,,KELLY MAC,NOT THIS TIME,THUNDER GULCH,
,2023,Y,23FTKNOV,2023-11-07,1,1,256,256,No Horse,No Horse,,,2023-05-26,2023,0,B,C,,W,,,KY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,BIENVENUE,BIENVENUE,CONNECT,CONNECT,,,,0,,,1901-01-01,BLUEWATER SALES LLC AGENT XI,,,,OUT,,,,0,,,,,T,HTML,,BIENVENUE,MAXIMUS MISCHIEF,CONNECT,
,2023,Y,23FTKNOV,2023-11-07,1,1,257,257,HOPPA,HOPPA,,,2016-04-07,2016,7,B,M,,B,,,KY,UNCLE MO,UNCLE MO,HANDOVERTHECAT,HANDOVERTHECAT,TALE OF THE CAT,TALE OF THE CAT,,,,0,,,1901-01-01,HILL 'N' DALE AT XALAPA AGENT,,,,NOT SOLD,,,,1900000,,https://vimeo.com/880778851?share=copy,,,T,HTML,,HANDOVERTHECAT,UNCLE MO,TALE OF THE CAT,
,2023,Y,23FTKNOV,2023-11-07,1,1,258,258,BROOKLYNSWAY,BROOKLYNSWAY,,,2012-03-21,2012,11,DKB,M,,B,,,ON,GIANT GIZMO,GIANT GIZMO,EXPLOSIVE STORY,EXPLOSIVE STORY,RADIO STAR,RADIO STAR,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XLVI,,,,NOT SOLD,,,,1200000,,https://youtu.be/eMwK9jl7b_Y,,,T,HTML,,EXPLOSIVE STORY,GIANT GIZMO,RADIO STAR,
,2023,Y,23FTKNOV,2023-11-07,1,1,259,259,NEW NARRATION,NEW NARRATION,,,2015-04-29,2015,8,GRR,M,,B,,,KY,TAPIT,TAPIT,NEW NORMAL,NEW NORMAL,FORESTRY,FORESTRY,,,,0,,,1901-01-01,SEQUEL NEW YORK AGENT,,,,SUMMER WIND EQUINE,,,,850000,,,,,T,HTML,,NEW NORMAL,TAPIT,FORESTRY,
,2023,Y,23FTKNOV,2023-11-07,1,1,260,260,HAUGHTY,HAUGHTY,,,2019-02-26,2019,4,B,F,,BP,,,KY,EMPIRE MAKER,EMPIRE MAKER,SOARING EMOTIONS,SOARING EMOTIONS,KINGMAMBO,KINGMAMBO,,,,0,,,1901-01-01,GAINESWAY AGENT XI,,,,KIA-ORA STUD AUSTRALIA,,,,850000,,,,,T,HTML,,SOARING EMOTIONS,EMPIRE MAKER,KINGMAMBO,
,2023,Y,23FTKNOV,2023-11-07,1,1,261,261,ADORABELLA,ADORABELLA,,,2016-03-16,2016,7,DKB,M,,B,,,KY,GHOSTZAPPER,GHOSTZAPPER,ALYDORABLE,ALYDORABLE,ARCH,ARCH,,,,0,,,1901-01-01,GRACIE BLOODSTOCK AGENT,,,,LC RACING,,,,550000,,,,,T,HTML,,ALYDORABLE,GHOSTZAPPER,ARCH,
,2023,Y,23FTKNOV,2023-11-07,1,1,262,262,PRACTICA CAT (CHI),PRACTICA CAT (CHI),,,2019-09-15,2019,4,DKB,F,,RB,,,CHI,PRACTICAL JOKE,PRACTICAL JOKE,PATTISUNBRIDLEDCAT,PATTISUNBRIDLEDCAT,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,0,,,1901-01-01,HIGHGATE SALES AGENT V,,,,PACA PACA FARM,,,,120000,,,,,T,HTML,,PATTISUNBRIDLEDCAT,PRACTICAL JOKE,UNBRIDLED'S SONG,
,2023,Y,23FTKNOV,2023-11-07,1,1,263,263,YUKI (CHI),YUKI (CHI),,,2019-07-08,2019,4,GRR,F,,RB,,,CHI,THE LUMBER GUY,THE LUMBER GUY,DONA MILLY (CHI),DONA MILLY (CHI),DISTORTED ECONOMY,DISTORTED ECONOMY,,,,0,,,1901-01-01,HIGHGATE SALES AGENT VI,,,,OUT,,,,0,,,,,T,HTML,,DONA MILLY (CHI),THE LUMBER GUY,DISTORTED ECONOMY,
,2023,Y,23FTKNOV,2023-11-07,1,1,264,264,STRONG INCENTIVE,STRONG INCENTIVE,,,2012-03-09,2012,11,B,M,,B,,,ON,WARRIOR'S REWARD,WARRIOR'S REWARD,G G'S DOLLY,G G'S DOLLY,COMIC STRIP,COMIC STRIP,,,,0,,,1901-01-01,ELITE AGENT,,,,ALPHA DELTA STABLES,,,,2150000,,,,,T,HTML,,G G'S DOLLY,WARRIOR'S REWARD,COMIC STRIP,
,2023,Y,23FTKNOV,2023-11-07,1,1,265,265,CEILING CRUSHER,CEILING CRUSHER,,,2020-04-28,2020,3,B,F,,RB,,,CA,MR. BIG,MR. BIG,PALISADESPRINCESS,PALISADESPRINCESS,INDIAN CHARLIE,INDIAN CHARLIE,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XCIX,,,,KATSUMI YOSHIDA,,,,750000,,,,,T,HTML,,PALISADESPRINCESS,MR. BIG,INDIAN CHARLIE,
,2023,Y,23FTKNOV,2023-11-07,1,1,266,266,No Horse,No Horse,,,2023-03-23,2023,0,B,F,,W,,,KY,AUTHENTIC,AUTHENTIC,MARKETPLACE,MARKETPLACE,STORMY ATLANTIC,STORMY ATLANTIC,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XLV,,,,DELTA STABLES,,,,200000,,,,,T,HTML,,MARKETPLACE,AUTHENTIC,STORMY ATLANTIC,
,2023,Y,23FTKNOV,2023-11-07,1,1,267,267,No Horse,No Horse,,,2023-04-03,2023,0,DKB,C,,W,,,KY,MUNNINGS,MUNNINGS,OH MAYBE BABY,OH MAYBE BABY,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XLV,,,,JAMES LAYDEN,,,,100000,,,,,T,HTML,,OH MAYBE BABY,MUNNINGS,HARLAN'S HOLIDAY,
,2023,Y,23FTKNOV,2023-11-07,1,1,268,268,No Horse,No Horse,,,2023-03-08,2023,0,B,C,,W,,,KY,INTO MISCHIEF,INTO MISCHIEF,DAY OF VICTORY,DAY OF VICTORY,VICTORY GALLOP,VICTORY GALLOP,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XLV,,,,CHERRY KNOLL FARM,,,,500000,,,,,T,HTML,,DAY OF VICTORY,INTO MISCHIEF,VICTORY GALLOP,
,2023,Y,23FTKNOV,2023-11-07,1,1,269,269,MYLADY (GER),MYLADY (GER),,,2019-03-14,2019,4,GRR,F,,BP,,,GER,THE GREY GATSBY (IRE),THE GREY GATSBY (IRE),MINORIS (FR),MINORIS (FR),DABIRSIM (FR),DABIRSIM (FR),,,,0,,,1901-01-01,LANE'S END AGENT,,,,NOT SOLD,,,,475000,,,,,T,HTML,,MINORIS (FR),THE GREY GATSBY (IRE),DABIRSIM (FR),
,2023,Y,23FTKNOV,2023-11-07,1,1,270,270,MALIBU MISCHIEF,MALIBU MISCHIEF,,,2016-03-03,2016,7,B,M,,B,,,KY,GOLDENCENTS,GOLDENCENTS,CHANA'S GIRL,CHANA'S GIRL,MALIBU MOON,MALIBU MOON,,,,0,,,1901-01-01,PARAMOUNT SALES AGENT I,,,,LEGACY RANCH INC,,,,380000,,,,,T,HTML,,CHANA'S GIRL,GOLDENCENTS,MALIBU MOON,
,2023,Y,23FTKNOV,2023-11-07,1,1,271,271,MAKE THE BOYS WINK,MAKE THE BOYS WINK,,,2020-02-23,2020,3,DKB,F,,RB,,,KY,MORE THAN READY,MORE THAN READY,PACIFIC PINK,PACIFIC PINK,PRIVATE VOW,PRIVATE VOW,,,,0,,,1901-01-01,DENALI STUD AGENT III,,,,GIGI STABLES,,,,450000,,,,,T,HTML,,PACIFIC PINK,MORE THAN READY,PRIVATE VOW,
