SALEYEAR,SALETYPE,SALECODE,BOOK,DAY,SALEDATE,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL,UTT,STATUS,TDAM,tSire,tSireofdam
2022,M,22KEEJAN,1,1,2022-01-10,177,177,Capital Connection,Capital Connection,,,2021-02-18,4,DB/BR,C,,Y,,,,Connect,Connect,Karaoke Queen,Karaoke Queen,,,,,,0,,,1901-01-01,"Nicky Drion Thoroughbreds, Agent I ",,,,Kent Bird,,,,9000.0,,,,,T,2021,0.0,,Karaoke Queen,Connect,
2022,M,22KEEJAN,1,1,2022-01-10,178,178,No Horse,No Horse,,,2021-02-20,3,DB/BR,C,,Y,,,,Not This Time,Not This Time,Kentucky Blueblood,Kentucky Blueblood,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent II ",,,,"E. J. Sipus, Jr., Ltd.",,,,35000.0,,,,,T,2021,0.0,,Kentucky Blueblood,Not This Time,
2022,M,22KEEJAN,1,1,2022-01-10,179,179,Kerry's Ring,Kerry's Ring,,,2016-03-17,8,GR/RO,M,,B,,,,Kitten's Joy,Kitten's Joy,Strike It Rich,Strike It Rich,,,,,,0,,Mendelssohn,2021-03-31,"Winter Quarter Farm, Agent ",,,,Fortune Farm,,,,140000.0,,,,,T,2016,0.0,pregnant,Strike It Rich,Kitten's Joy,
2022,M,22KEEJAN,1,1,2022-01-10,180,180,Kilkea,Kilkea,,,2017-05-16,7,GR/RO,M,,BP,,,,Blame,Blame,Miz Topgallant,Miz Topgallant,,,,,,0,,,1901-01-01,"Denali Stud, Agent VI ",,,,"The Shires, LLC",,,,45000.0,,,,,T,2017,0.0,,Miz Topgallant,Blame,
2022,M,22KEEJAN,1,1,2022-01-10,181,181,Kiss and Run,Kiss and Run,,,2017-02-04,8,B,M,,BP,,,,Carpe Diem,Carpe Diem,Lemon Splendor,Lemon Splendor,,,,,,0,,,1901-01-01,"Burleson Farms, Agent ",,,,"Berkey Bloodstock, Agent for Onofrio Pecoraro",,,,32000.0,,,,,T,2017,0.0,,Lemon Splendor,Carpe Diem,
2022,M,22KEEJAN,1,1,2022-01-10,182,182,Kiss the Girl,Kiss the Girl,,,2017-03-21,7,B,M,,BRP,,,,Into Mischief,Into Mischief,Spin the Bottle,Spin the Bottle,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent I ",,,,Out,,,,0.0,,,,,T,2017,0.0,,Spin the Bottle,Into Mischief,
2022,M,22KEEJAN,1,1,2022-01-10,183,183,Kitten's Cardinal,Kitten's Cardinal,,,2015-04-25,9,B,M,,B,,,,Kitten's Joy,Kitten's Joy,Cardinalli,Cardinalli,,,,,,0,,Spun to Run,2021-05-14,"Frankfort Park Farm, Agent ",,,,Savannah Scott,,,,7000.0,,,,,T,2015,0.0,pregnant,Cardinalli,Kitten's Joy,
2022,M,22KEEJAN,1,1,2022-01-10,184,184,Wee Bit O Mischief,Wee Bit O Mischief,,,2021-03-04,3,B,F,,Y,,,,Maximus Mischief,Maximus Mischief,La Canela,La Canela,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Out,,,,0.0,,,,,T,2021,0.0,,La Canela,Maximus Mischief,
2022,M,22KEEJAN,1,1,2022-01-10,185,185,Yahmo,Yahmo,,,2021-05-15,3,DB/BR,C,,Y,,,,Catholic Boy,Catholic Boy,Lady Grantham,Lady Grantham,,,,,,0,,,1901-01-01,"Legacy Bloodstock, Agent for the Estate of J. David Richardson, et al.",,,,"DARRS Inc. / James Bredin, Agent",,,,110000.0,,,,,T,2021,0.0,,Lady Grantham,Catholic Boy,
2022,M,22KEEJAN,1,1,2022-01-10,186,186,Play for Time,Play for Time,,,2021-04-17,3,DB/BR,C,,Y,,,,Not This Time,Not This Time,Lady Rushmoore,Lady Rushmoore,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LIII ",,,,Chestnut Valley Farm,,,,70000.0,,,,,T,2021,0.0,,Lady Rushmoore,Not This Time,
2022,M,22KEEJAN,1,1,2022-01-10,187,187,Lady Valentine,Lady Valentine,,,2018-02-14,7,B,F,,BRP,,,,Into Mischief,Into Mischief,My Lady Lauren,My Lady Lauren,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent for Myracehorse.com and Spendthrift Farm LLC",,,,Robert Zoeller,,,,37000.0,,,,,T,2018,0.0,,My Lady Lauren,Into Mischief,
2022,M,22KEEJAN,1,1,2022-01-10,188,188,Lake Sebago,Lake Sebago,,,2012-04-22,12,B,M,,B,,,,Munnings,Munnings,Aviva's Pride,Aviva's Pride,,,,,,0,,Into Mischief,2021-05-29,"Buck Pond Farm (Douglas S. Arnold), Agent ",,,,"R.N.A. (650,000)",,,,650000.0,,,,,T,2012,0.0,pregnant,Aviva's Pride,Munnings,
2022,M,22KEEJAN,1,1,2022-01-10,189,189,Mendel's Rock,Mendel's Rock,,,2021-04-14,3,CH,C,,Y,,,,Mendelssohn,Mendelssohn,Lake Toccet,Lake Toccet,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Hurricane Hills Farm,,,,35000.0,,,,,T,2021,0.0,,Lake Toccet,Mendelssohn,
2022,M,22KEEJAN,1,1,2022-01-10,190,190,Cameo Performance,Cameo Performance,,,2021-02-11,4,B,C,,Y,,,,Oscar Performance,Oscar Performance,La Moneda,La Moneda,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Out,,,,0.0,,,,,T,2021,0.0,,La Moneda,Oscar Performance,
2022,M,22KEEJAN,1,1,2022-01-10,191,191,A Long Song,A Long Song,,,2021-02-20,3,GR/RO,C,,Y,,,,Catholic Boy,Catholic Boy,La Song,La Song,,,,,,0,,,1901-01-01,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent III ",,,,Tim Wickes,,,,50000.0,,,,,T,2021,0.0,,La Song,Catholic Boy,
2022,M,22KEEJAN,1,1,2022-01-10,192,192,Let Faith Arise,Let Faith Arise,,,2010-04-04,14,B,M,,B,,,,Kafwain,Kafwain,Babe Hall,Babe Hall,,,,,,0,,Nyquist,2021-04-04,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC ",,,,"Fred W. Hertrich, III",,,,140000.0,,,,,T,2010,0.0,pregnant,Babe Hall,Kafwain,
2022,M,22KEEJAN,1,1,2022-01-10,193,193,Track Light,Track Light,,,2021-04-04,3,GR/RO,C,,Y,,,,City of Light,City of Light,Light the Sky,Light the Sky,,,,,,0,,,1901-01-01,"Runnymede Farm LLC, Agent ",,,,Chestnut Valley Farm,,,,210000.0,,,,,T,2021,0.0,,Light the Sky,City of Light,
2022,M,22KEEJAN,1,1,2022-01-10,194,194,Gran Yaco,Gran Yaco,,,2021-04-16,3,DB/BR,C,,Y,,,,City of Light,City of Light,Like It Hot,Like It Hot,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LXVI ",,,,"R.N.A. (130,000)",,,,130000.0,,,,,T,2021,0.0,,Like It Hot,City of Light,
2022,M,22KEEJAN,1,1,2022-01-10,195,195,Twisted Colossus,Twisted Colossus,,,2021-02-12,4,CH,C,,Y,,,,Speightster,Speightster,Little Havana,Little Havana,,,,,,0,,,1901-01-01,"Nicky Drion Thoroughbreds, Agent IV ",,,,TEC Racing (Elliot S. Logan),,,,30000.0,,,,,T,2021,0.0,,Little Havana,Speightster,
2022,M,22KEEJAN,1,1,2022-01-10,196,196,Little Havana,Little Havana,,,2014-02-24,10,B,M,,B,,,,Tapizar,Tapizar,Rumba Punch,Rumba Punch,,,,,,0,,Accelerate,2021-03-16,"Nicky Drion Thoroughbreds, Agent IV ",,,,Eric Condon / E. B. Equine LLC,,,,20000.0,,,,,T,2014,0.0,pregnant,Rumba Punch,Tapizar,
2022,M,22KEEJAN,1,1,2022-01-10,197,197,No Horse,No Horse,,,2021-02-14,4,CH   ,C,,Y,,,,Breaking Lucky,Breaking Lucky,Lonestar Angel,Lonestar Angel,,,,,,0,,,1901-01-01,"4M Ranch, Agent I ",,,,"R.N.A. (19,000)",,,,19000.0,,,,,T,2021,0.0,,Lonestar Angel,Breaking Lucky,
2022,M,22KEEJAN,1,1,2022-01-10,198,198,Mesyaal,Mesyaal,,,2021-02-02,4,B    ,F,,Y,,,,Cairo Prince,Cairo Prince,Lookin' for Indy,Lookin' for Indy,,,,,,0,,,1901-01-01,"Vinery Sales, Agent XXXVI ",,,,Kent D. Hersman,,,,20000.0,,,,,T,2021,0.0,,Lookin' for Indy,Cairo Prince,
2022,M,22KEEJAN,1,1,2022-01-10,199,199,Lookout Rags,Lookout Rags,,,2017-02-07,8,DB/BR,M,,B,,,,Union Rags,Union Rags,Lookout Lady,Lookout Lady,,,,,,0,,Mitole,2021-03-11,"Royal Oak Farm (Damian & Braxton Lynch), Agent ",,,,George E Bates TTEE,,,,20000.0,,,,,T,2017,0.0,pregnant,Lookout Lady,Union Rags,
2022,M,22KEEJAN,1,1,2022-01-10,200,200,Lophorina (GB),Lophorina (GB),,,2007-01-10,18,DB/BR,M,,B,,,,King's Best,King's Best,Flagbird,Flagbird,,,,,,0,,Improbable,2021-05-27,"Taylor Made Sales Agency, Agent LXVI ",,,,3C Thoroughbreds,,,,65000.0,,,,,T,2007,0.0,pregnant,Flagbird,King's Best,
2022,M,22KEEJAN,1,1,2022-01-10,201,201,Lovely Lookin,Lovely Lookin,,,2013-05-07,11,GR/RO,M,,B,,,,Lookin At Lucky,Lookin At Lucky,Citiview,Citiview,,,,,,0,,City of Light,2021-05-07,"Sequel New York, Agent ",,,,Anderson Acres (Mark Anderson),,,,50000.0,,,,,T,2013,0.0,pregnant,Citiview,Lookin At Lucky,
2022,M,22KEEJAN,1,1,2022-01-10,202,202,Lovisa,Lovisa,,,2015-03-21,9,DB/BR,M,,B,,,,Speightstown,Speightstown,Modesty Blaise,Modesty Blaise,,,,,,0,,Practical Joke,2021-02-23,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for Highfield Farm",,,,Sugar Mill LLC by Anthony Mills,,,,125000.0,,,,,T,2015,0.0,pregnant,Modesty Blaise,Speightstown,
2022,M,22KEEJAN,1,1,2022-01-10,203,203,Lulwa,Lulwa,,,2019-02-04,6,B,F,,BP,,,,Candy Ride (ARG),Candy Ride (ARG),Kahrumana,Kahrumana,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,"Sir Frederick Stables, LLC",,,,1500.0,,,,,T,2019,0.0,,Kahrumana,Candy Ride (ARG),
2022,M,22KEEJAN,1,1,2022-01-10,204,204,Luqyaa (GB),Luqyaa (GB),,,2014-01-23,11,B,M,,B,,,,Smart Strike,Smart Strike,Maqaasid (GB),Maqaasid (GB),,,,,,0,,Kitten's Joy,2021-06-06,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2014,0.0,not pregnant,Maqaasid (GB),Smart Strike,
2022,M,22KEEJAN,1,1,2022-01-10,205,205,Blue Slide Park,Blue Slide Park,,,2021-05-10,3,B,C,,Y,,,,Blame,Blame,Maggi O'Prado,Maggi O'Prado,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent for JSM Equine LLC ",,,,Classic Bloodstock,,,,16000.0,,,,,T,2021,0.0,,Maggi O'Prado,Blame,
2022,M,22KEEJAN,1,1,2022-01-10,206,206,Magical Mist,Magical Mist,,,2006-04-12,18,B,M,,B,,,,Congaree,Congaree,Call Her Magic,Call Her Magic,,,,,,0,,Ironicus,2021-06-09,"Hunter Valley Farm, Agent ",,,,Woodtick Farm,,,,5500.0,,,,,T,2006,0.0,not pregnant,Call Her Magic,Congaree,
2022,M,22KEEJAN,1,1,2022-01-10,207,207,Googol Joke,Googol Joke,,,2021-04-01,3,DB/BR,C,,Y,,,,Practical Joke,Practical Joke,Maltese Googol,Maltese Googol,,,,,,0,,,1901-01-01,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent I ",,,,Out,,,,0.0,,,,,T,2021,0.0,,Maltese Googol,Practical Joke,
2022,M,22KEEJAN,1,1,2022-01-10,208,208,Grace and Pearl,Grace and Pearl,,,2021-02-27,3,B    ,F,,Y,,,,Lord Nelson,Lord Nelson,Margie Is Livid,Margie Is Livid,,,,,,0,,,1901-01-01,"Vinery Sales, Agent XX ",,,,James Kight,,,,4000.0,,,,,T,2021,0.0,,Margie Is Livid,Lord Nelson,
2022,M,22KEEJAN,1,1,2022-01-10,209,209,Maria's Candy,Maria's Candy,,,2013-04-22,11,B,M,,B,,,,Candy Ride (ARG),Candy Ride (ARG),Field of Vision,Field of Vision,,,,,,0,,Justify,2021-04-15,"Taylor Made Sales Agency, Agent XXXVII ",,,,"R.N.A. (120,000)",,,,120000.0,,,,,T,2013,0.0,pregnant,Field of Vision,Candy Ride (ARG),
2022,M,22KEEJAN,1,1,2022-01-10,210,210,Marla,Marla,,,2018-03-22,6,DB/BR,M,,B,,,,Frosted,Frosted,Enchante,Enchante,,,,,,0,,Omaha Beach,2021-04-15,"Taylor Made Sales Agency, Agent for W. Heiligbrodt, Madaket Stables, LLC and Spendthrift Farm, LLC",,,,"West Bloodstock, Agent for Repole Stable",,,,150000.0,,,,,T,2018,0.0,pregnant,Enchante,Frosted,
2022,M,22KEEJAN,1,1,2022-01-10,211,211,Masabeeh,Masabeeh,,,2019-01-19,6,B,F,,BRP,,,,Union Rags,Union Rags,Thorayya,Thorayya,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2019,0.0,,Thorayya,Union Rags,
2022,M,22KEEJAN,1,1,2022-01-10,212,212,Mean Irene,Mean Irene,,,2013-03-22,11,DB/BR,M,,B,,,,Scat Daddy,Scat Daddy,Mean Imogene,Mean Imogene,,,,,,0,,Accelerate,2021-05-08,"Taylor Made Sales Agency, Agent LXII ",,,,"R.N.A. (19,000)",,,,19000.0,,,,,T,2013,0.0,pregnant,Mean Imogene,Scat Daddy,
2022,M,22KEEJAN,1,1,2022-01-10,213,213,Perfect Shot,Perfect Shot,,,2021-04-12,3,CH   ,F,,Y,,,,Gun Runner,Gun Runner,Meister Legend,Meister Legend,,,,,,0,,,1901-01-01,Sierra Farm ,,,,"Sonny Stokes/ Hoby Kight, Agent",,,,135000.0,,,,,T,2021,0.0,,Meister Legend,Gun Runner,
2022,M,22KEEJAN,1,1,2022-01-10,214,214,Meister Legend,Meister Legend,,,2014-02-22,10,B,M,,B,,,,Bodemeister,Bodemeister,Solar Colony,Solar Colony,,,,,,0,,Blame,2021-05-08,Sierra Farm ,,,,Saxony LLC,,,,65000.0,,,,,T,2014,0.0,pregnant,Solar Colony,Bodemeister,
2022,M,22KEEJAN,1,1,2022-01-10,215,215,Memories (GER),Memories (GER),,,2015-02-11,10,B,M,,B,,,,Soldier Hollow (GB),Soldier Hollow (GB),Messina (GER),Messina (GER),,,,,,0,,Get Stormy,2021-05-19,"Pope McLean (Crestwood Farm), Agent ",,,,"R.N.A. (17,000)",,,,17000.0,,,,,T,2015,0.0,pregnant,Messina (GER),Soldier Hollow (GB),
2022,M,22KEEJAN,1,1,2022-01-10,216,216,Mendham,Mendham,,,2018-03-26,6,B,F,,BP,,,,Munnings,Munnings,Perfect Package,Perfect Package,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,"R.N.A. (19,000)",,,,19000.0,,,,,T,2018,0.0,,Perfect Package,Munnings,
2022,M,22KEEJAN,1,1,2022-01-10,217,217,Merry Times,Merry Times,,,2019-04-04,5,DB/BR,F,,BRP,,,,Practical Joke,Practical Joke,Breech Inlet,Breech Inlet,,,,,,0,,,1901-01-01,"Vinery Sales, Agent XXIII ",,,,Happy Horse Stable,,,,12000.0,,,,,T,2019,0.0,,Breech Inlet,Practical Joke,
2022,M,22KEEJAN,1,1,2022-01-10,218,218,Midnight Watch,Midnight Watch,,,2010-01-12,15,CH,M,,B,,,,Stormy Atlantic,Stormy Atlantic,Trade Only,Trade Only,,,,,,0,,Kantharos,2021-04-03,"Hill 'n' Dale Sales Agency, Agent ",,,,"3C Thoroughbreds, LLC",,,,22000.0,,,,,T,2010,0.0,pregnant,Trade Only,Stormy Atlantic,
2022,M,22KEEJAN,1,1,2022-01-10,219,219,Mintd (IRE),Mintd (IRE),,,2016-04-03,8,CH,M,,BP,,,,Olympic Glory (IRE),Olympic Glory (IRE),Lisanor (GB),Lisanor (GB),,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Out,,,,0.0,,,,,T,2016,0.0,,Lisanor (GB),Olympic Glory (IRE),
2022,M,22KEEJAN,1,1,2022-01-10,220,220,Crazy Army,Crazy Army,,,2021-01-26,4,B    ,F,,Y,,,,Army Mule,Army Mule,Miraculous Miss,Miraculous Miss,,,,,,0,,,1901-01-01,"Hill 'n' Dale Sales Agency, Agent ",,,,"Rodolphe Brisset, Agent for September Farm LLC",,,,35000.0,,,,,T,2021,0.0,,Miraculous Miss,Army Mule,
2022,M,22KEEJAN,1,1,2022-01-10,221,221,Miss Bigly,Miss Bigly,,,2016-05-13,8,B,M,,BRP,,,,Gemologist,Gemologist,Miss Puzzle (AUS),Miss Puzzle (AUS),,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LXX ",,,,Out,,,,0.0,,,,,T,2016,0.0,,Miss Puzzle (AUS),Gemologist,
2022,M,22KEEJAN,1,1,2022-01-10,222,222,Little Miss Priss,Little Miss Priss,,,2021-05-09,3,B,F,,Y,,,,Munnings,Munnings,Mississippi Queen,Mississippi Queen,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,"R.N.A. (72,000)",,,,72000.0,,,,,T,2021,0.0,,Mississippi Queen,Munnings,
2022,M,22KEEJAN,1,1,2022-01-10,223,223,Miss J McKay,Miss J McKay,,,2017-03-06,7,B,M,,BRP,,,,Hangover Kid,Hangover Kid,Ballykiss,Ballykiss,,,,,,0,,,1901-01-01,"ELiTE, Agent ",,,,Out,,,,0.0,,,,,T,2017,0.0,,Ballykiss,Hangover Kid,
2022,M,22KEEJAN,1,1,2022-01-10,224,224,Wampus Kitten,Wampus Kitten,,,2021-04-17,3,CH,F,,Y,,,,Catalina Cruiser,Catalina Cruiser,Miss Luna,Miss Luna,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XLI ",,,,Jasquez Bloodstock,,,,42000.0,,,,,T,2021,0.0,,Miss Luna,Catalina Cruiser,
2022,M,22KEEJAN,1,1,2022-01-10,225,225,Miss Ocean City,Miss Ocean City,,,2006-04-20,18,B,M,,B,,,,Mineshaft,Mineshaft,Madam Lagonza,Madam Lagonza,,,,,,0,,Nyquist,2021-04-03,"Taylor Made Sales Agency, Agent for Ann Mudge Backer (Smitten Farm)",,,,Out,,,,0.0,,,,,T,2006,0.0,pregnant,Madam Lagonza,Mineshaft,
2022,M,22KEEJAN,1,1,2022-01-10,226,226,Miss Pippa,Miss Pippa,,,2009-04-16,15,GR/RO,M,,B,,,,Master Command,Master Command,Scootin' Girl,Scootin' Girl,,,,,,0,,Bolt d'Oro,2021-03-24,"Vinery Sales, Agent for Spendthrift Farm LLC ",,,,Monarch Farms,,,,32000.0,,,,,T,2009,0.0,pregnant,Scootin' Girl,Master Command,
2022,M,22KEEJAN,1,1,2022-01-10,227,227,Monthly,Monthly,,,2015-01-22,10,DB/BR,M,,B,,,,Malibu Moon,Malibu Moon,Funfair,Funfair,,,,,,0,,American Pharoah,2021-02-23,"Hunter Valley Farm, Agent ",,,,"R.N.A. (300,000)",,,,300000.0,,,,,T,2015,0.0,pregnant,Funfair,Malibu Moon,
2022,M,22KEEJAN,1,1,2022-01-10,228,228,Malibu Smart,Malibu Smart,,,2020-02-10,5,CH,F,,BRP,,,,English Channel,English Channel,Mooghareadh,Mooghareadh,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2020,0.0,,Mooghareadh,English Channel,
2022,M,22KEEJAN,1,1,2022-01-10,229,229,Moon of Love (IRE),Moon of Love (IRE),,,2017-04-01,7,DB/BR,M,,BRP,,,,Kodiac (GB),Kodiac (GB),Moon Club (IRE),Moon Club (IRE),,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XXIV ",,,,Out,,,,0.0,,,,,T,2017,0.0,,Moon Club (IRE),Kodiac (GB),
2022,M,22KEEJAN,1,1,2022-01-10,230,230,More Than Unusual,More Than Unusual,,,2017-04-21,7,B,M,,BRP,,,,More Than Ready,More Than Ready,Unusual Way,Unusual Way,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent IX ",,,,Eddie Kenneally (Agent),,,,220000.0,,,,,T,2017,0.0,,Unusual Way,More Than Ready,
2022,M,22KEEJAN,1,1,2022-01-10,231,231,Justdeny,Justdeny,,,2021-02-20,3,CH   ,F,,Y,,,,Justify,Justify,Moving Moon (IRE),Moving Moon (IRE),,,,,,0,,,1901-01-01,"Sequel New York, Agent ",,,,Sugar Hill Farm,,,,175000.0,,,,,T,2021,0.0,,Moving Moon (IRE),Justify,
2022,M,22KEEJAN,1,1,2022-01-10,232,232,Grecian Light,Grecian Light,,,2021-04-04,3,B    ,F,,Y,,,,Girvin,Girvin,Mo Zin,Mo Zin,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,"Lara Run, LLC",,,,15000.0,,,,,T,2021,0.0,,Mo Zin,Girvin,
2022,M,22KEEJAN,1,1,2022-01-10,233,233,Mrs. O'Connell,Mrs. O'Connell,,,2018-03-11,6,B,F,,BP,,,,American Pharoah,American Pharoah,Jemima's Pearl,Jemima's Pearl,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LXVII ",,,,"R.N.A. (24,000)",,,,24000.0,,,,,T,2018,0.0,,Jemima's Pearl,American Pharoah,
2022,M,22KEEJAN,1,1,2022-01-10,234,234,La Villana,La Villana,,,2020-03-02,4,CH,F,,BRP,,,,Kitten's Joy,Kitten's Joy,Mujaazy (IRE),Mujaazy (IRE),,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2020,0.0,,Mujaazy (IRE),Kitten's Joy,
2022,M,22KEEJAN,1,1,2022-01-10,235,235,Munnings' Finest,Munnings' Finest,,,2016-04-20,8,CH,M,,B,,,,Munnings,Munnings,Wonderously,Wonderously,,,,,,0,,Authentic,2021-02-21,"Sequel New York, Agent ",,,,"Cary Bloodstock, Agent for Coteau Grove Farms",,,,300000.0,,,,,T,2016,0.0,pregnant,Wonderously,Munnings,
2022,M,22KEEJAN,1,1,2022-01-10,236,236,Music Magic,Music Magic,,,2006-02-12,19,DB/BR,M,,B,,,,Bernstein,Bernstein,If Bald Music,If Bald Music,,,,,,0,,,1901-01-01,Sierra Farm ,,,,William Nicks,,,,1000.0,,,,,T,2006,0.0,not mated,If Bald Music,Bernstein,
2022,M,22KEEJAN,1,1,2022-01-10,237,237,Free as a Breeze,Free as a Breeze,,,2021-04-14,3,CH,F,,Y,,,,Kantharos,Kantharos,My Fast Friend,My Fast Friend,,,,,,0,,,1901-01-01,"Buckland Sales (Zach Madden), Agent VII ",,,,"Forever Spring Farm, LLC",,,,50000.0,,,,,T,2021,0.0,,My Fast Friend,Kantharos,
2022,M,22KEEJAN,1,1,2022-01-10,238,238,My Joy,My Joy,,,2019-04-14,5,CH,F,,BRP,,,,Kitten's Joy,Kitten's Joy,Caroline Thomas,Caroline Thomas,,,,,,0,,,1901-01-01,"Hinkle Farms, Agent ",,,,River Oak Farm,,,,55000.0,,,,,T,2019,0.0,,Caroline Thomas,Kitten's Joy,
2022,M,22KEEJAN,1,1,2022-01-10,239,239,Sammy's Samaritan,Sammy's Samaritan,,,2021-02-02,4,DB/BR,C,,Y,,,,Good Samaritan,Good Samaritan,My Secret Brook,My Secret Brook,,,,,,0,,,1901-01-01,"Vinery Sales, Agent XXXVIII ",,,,Out,,,,0.0,,,,,T,2021,0.0,,My Secret Brook,Good Samaritan,
2022,M,22KEEJAN,1,1,2022-01-10,240,240,Tei Tei Tei D,Tei Tei Tei D,,,2020-04-24,4,B,F,,BRP,,,,Nyquist,Nyquist,Nabeelah,Nabeelah,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2020,0.0,,Nabeelah,Nyquist,
2022,M,22KEEJAN,1,1,2022-01-10,241,241,Carites,Carites,,,2020-03-09,4,GR/RO,F,,BRP,,,,Creative Cause,Creative Cause,Nasq,Nasq,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2020,0.0,,Nasq,Creative Cause,
2022,M,22KEEJAN,1,1,2022-01-10,242,242,Mary the Wonder,Mary the Wonder,,,2021-04-11,3,B,F,,Y,,,,Preservationist,Preservationist,Natural Wonder,Natural Wonder,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XXVII ",,,,"Peter Pugh, Agent for Cherry Knoll Farm.",,,,57000.0,,,,,T,2021,0.0,,Natural Wonder,Preservationist,
2022,M,22KEEJAN,1,1,2022-01-10,243,243,Naughty Tiger,Naughty Tiger,,,2016-02-23,8,CH,M,,B,,,,Smiling Tiger,Smiling Tiger,Naughty Nightie,Naughty Nightie,,,,,,0,,Game Winner,2021-04-05,"Buckland Sales (Zach Madden), Agent XIX ",,,,"R.N.A. (70,000)",,,,70000.0,,,,,T,2016,0.0,pregnant,Naughty Nightie,Smiling Tiger,
2022,M,22KEEJAN,1,1,2022-01-10,244,244,No Horse,No Horse,,,2021-02-16,4,CH,C,,Y,,,,Catalina Cruiser,Catalina Cruiser,Naughty Tiger,Naughty Tiger,,,,,,0,,,1901-01-01,"Buckland Sales (Zach Madden), Agent XIX ",,,,"R.N.A. (37,000)",,,,37000.0,,,,,T,2021,0.0,,Naughty Tiger,Catalina Cruiser,
2022,M,22KEEJAN,1,1,2022-01-10,245,245,Never Forget Her,Never Forget Her,,,2017-03-26,7,DB/BR,M,,B,,,,No Nay Never,No Nay Never,Boom Boom Vroom,Boom Boom Vroom,,,,,,0,,Game Winner,2021-04-21,"Taylor Made Sales Agency, Agent XXXIII ",,,,"R.N.A. (55,000)",,,,55000.0,,,,,T,2017,0.0,pregnant,Boom Boom Vroom,No Nay Never,
2022,M,22KEEJAN,1,1,2022-01-10,246,246,Hidden Class,Hidden Class,,,2021-01-28,4,B,F,,Y,,,,Catalina Cruiser,Catalina Cruiser,Noblame,Noblame,,,,,,0,,,1901-01-01,"Bedouin Bloodstock, Agent ",,,,"R.N.A. (24,000)",,,,24000.0,,,,,T,2021,0.0,,Noblame,Catalina Cruiser,
2022,M,22KEEJAN,1,1,2022-01-10,247,247,Nothing to Wear,Nothing to Wear,,,2012-02-25,12,DB/BR,M,,B,,,,Malibu Moon,Malibu Moon,Rich in Spirit,Rich in Spirit,,,,,,0,,Instilled Regard,2021-03-07,"Nicky Drion Thoroughbreds, Agent ",,,,"R.N.A. (70,000)",,,,70000.0,,,,,T,2012,0.0,pregnant,Rich in Spirit,Malibu Moon,
2022,M,22KEEJAN,1,1,2022-01-10,248,248,November,November,,,2007-03-20,17,B,M,,B,,,,A.P. Indy,A.P. Indy,Zigember,Zigember,,,,,,0,,Jimmy Creed,2021-05-08,Sierra Farm ,,,,William Nicks,,,,2200.0,,,,,T,2007,0.0,not pregnant,Zigember,A.P. Indy,
