SALEYEAR,SALETYPE,SALECODE,BOOK,DAY,SALEDATE,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL,UTT,STATUS,TDAM,tSire,tSireofdam
2022,M,22KEEJAN,1,3,2022-01-12,909,909,Foretold,Foretold,,,2021-03-06,3,B    ,F,,Y,,,,Divisidero,Divisidero,Come On Cozzene,Come On Cozzene,,,,,,0,,,1901-01-01,"Legacy Bloodstock, Agent XVII ",,,,"R.N.A. (12,000)",,,,12000.0,,,,,T,2021,0.0,,Come On Cozzene,Divisidero,
2022,M,22KEEJAN,1,3,2022-01-12,910,910,Consoling,Consoling,,,2017-04-08,7,B,M,,BP,,,,Flatter,Flatter,Splendid Sound,Splendid Sound,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XX ",,,,Shauna Ford,,,,3500.0,,,,,T,2017,0.0,,Splendid Sound,Flatter,
2022,M,22KEEJAN,1,3,2022-01-12,911,911,Sakura Sky,Sakura Sky,,,2021-04-23,3,B    ,F,,Y,,,,Yoshida (JPN),Yoshida (JPN),Cool Sky,Cool Sky,,,,,,0,,,1901-01-01,"Wynnstay Sales, Agent ",,,,"R.N.A. (14,000)",,,,14000.0,,,,,T,2021,0.0,,Cool Sky,Yoshida (JPN),
2022,M,22KEEJAN,1,3,2022-01-12,912,912,Wine Collector,Wine Collector,,,2021-04-19,3,CH,C,,Y,,,,Flameaway,Flameaway,Corinthian's Lark,Corinthian's Lark,,,,,,0,,,1901-01-01,"Legacy Bloodstock, Agent X ",,,,Douglas Arnold,,,,9500.0,,,,,T,2021,0.0,,Corinthian's Lark,Flameaway,
2022,M,22KEEJAN,1,3,2022-01-12,913,913,Crazy Lucky,Crazy Lucky,,,2010-02-23,14,B,M,,B,,,,Henny Hughes,Henny Hughes,Hidden Assets,Hidden Assets,,,,,,0,,Accelerate,2021-05-14,"Clarkland Farm, LLC ",,,,David Wilkett,,,,12000.0,,,,,T,2010,0.0,pregnant,Hidden Assets,Henny Hughes,
2022,M,22KEEJAN,1,3,2022-01-12,914,914,Crowning Jewel,Crowning Jewel,,,2017-05-07,7,B,M,,B,,,,Into Mischief,Into Mischief,Bedazzle,Bedazzle,,,,,,0,,Street Boss,2021-03-25,Godolphin ,,,,Adena Springs,,,,480000.0,,,,,T,2017,0.0,pregnant,Bedazzle,Into Mischief,
2022,M,22KEEJAN,1,3,2022-01-12,915,915,Jack Is Back,Jack Is Back,,,2021-04-25,3,B,C,,Y,,,,Oscar Performance,Oscar Performance,Crumbs of Comfort,Crumbs of Comfort,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LXI ",,,,Martin Paramo,,,,9500.0,,,,,T,2021,0.0,,Crumbs of Comfort,Oscar Performance,
2022,M,22KEEJAN,1,3,2022-01-12,916,916,Pana Man,Pana Man,,,2021-05-04,3,CH,C,,Y,,,,Mucho Macho Man,Mucho Macho Man,Curly Nellie,Curly Nellie,,,,,,0,,,1901-01-01,"Frankfort Park Farm, Agent ",,,,"R.N.A. (7,500)",,,,7500.0,,,,,T,2021,0.0,,Curly Nellie,Mucho Macho Man,
2022,M,22KEEJAN,1,3,2022-01-12,917,917,Cycologist,Cycologist,,,2018-02-23,6,B,F,,BRP,,,,Liam's Map,Liam's Map,La Trinacria,La Trinacria,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LVIII ",,,,"Arch Bloodstock, LLC",,,,10000.0,,,,,T,2018,0.0,,La Trinacria,Liam's Map,
2022,M,22KEEJAN,1,3,2022-01-12,918,918,Daddyisdooley,Daddyisdooley,,,2014-04-28,10,B,M,,B,,,,Scat Daddy,Scat Daddy,Run Rosie,Run Rosie,,,,,,0,,Get Stormy,2021-05-02,"Pope McLean (Crestwood Farm), Agent III ",,,,Jayne Johnson,,,,20000.0,,,,,T,2014,0.0,pregnant,Run Rosie,Scat Daddy,
2022,M,22KEEJAN,1,3,2022-01-12,919,919,Dancing Doll,Dancing Doll,,,2016-03-07,8,B,M,,BRP,,,,Artie Schiller,Artie Schiller,Sweetsouthern Doll,Sweetsouthern Doll,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XLIV ",,,,"R.N.A. (25,000)",,,,25000.0,,,,,T,2016,0.0,,Sweetsouthern Doll,Artie Schiller,
2022,M,22KEEJAN,1,3,2022-01-12,920,920,Day Dayenu,Day Dayenu,,,2017-04-09,7,B,M,,BRP,,,,Into Mischief,Into Mischief,Blind Date,Blind Date,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LVIII ",,,,Jocassee Bloodstock,,,,15000.0,,,,,T,2017,0.0,,Blind Date,Into Mischief,
2022,M,22KEEJAN,1,3,2022-01-12,921,921,Dazzle Her,Dazzle Her,,,2018-02-11,7,B,M,,B,,,,Street Sense,Street Sense,Libreta,Libreta,,,,,,0,,Enticed,2021-04-01,Godolphin ,,,,"Walter """,,,,37000.0,,,,,T,2018,0.0,pregnant,Libreta,Street Sense,
2022,M,22KEEJAN,1,3,2022-01-12,922,922,Dear Mama (ARG),Dear Mama (ARG),,,2009-09-25,15,DB/BR,M,,B,,,,Mutakddim,Mutakddim,Dear Peggy (ARG),Dear Peggy (ARG),,,,,,0,,Brody's Cause,2021-03-02,"Taylor Made Sales Agency, Agent for Spendthrift Farm LLC ",,,,Bruce Murphy,,,,5000.0,,,,,T,2009,0.0,pregnant,Dear Peggy (ARG),Mutakddim,
2022,M,22KEEJAN,1,3,2022-01-12,923,923,Sophie's Shadow,Sophie's Shadow,,,2021-02-25,3,B,F,,Y,,,,Texas Red,Texas Red,Dedication,Dedication,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Alfredo Valentin Jr,,,,2500.0,,,,,T,2021,0.0,,Dedication,Texas Red,
2022,M,22KEEJAN,1,3,2022-01-12,924,924,La Colorada,La Colorada,,,2021-05-26,3,DB/BR,F,,Y,,,,Not This Time,Not This Time,Delta Holiday,Delta Holiday,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XLI ",,,,"Jacob Nance, Agent",,,,14000.0,,,,,T,2021,0.0,,Delta Holiday,Not This Time,
2022,M,22KEEJAN,1,3,2022-01-12,925,925,Demeter,Demeter,,,2018-04-07,6,B,M,,B,,,,Bernardini,Bernardini,Jellicle (IRE),Jellicle (IRE),,,,,,0,,Astern (AUS),2021-03-08,Godolphin ,,,,Brian Turman,,,,8000.0,,,,,T,2018,0.0,pregnant,Jellicle (IRE),Bernardini,
2022,M,22KEEJAN,1,3,2022-01-12,926,926,Dia de Encanta,Dia de Encanta,,,2012-03-27,12,B,M,,B,,,,Harlan's Holiday,Harlan's Holiday,Selene's Delight,Selene's Delight,,,,,,0,,Outwork,2021-03-23,"Baldwin Bloodstock, Agent IX ",,,,Out,,,,0.0,,,,,T,2012,0.0,pregnant,Selene's Delight,Harlan's Holiday,
2022,M,22KEEJAN,1,3,2022-01-12,927,927,Dial Up Sue,Dial Up Sue,,,2018-01-21,7,GR/RO,F,,BRP,,,,Dialed In,Dialed In,Country Club Sue,Country Club Sue,,,,,,0,,,1901-01-01,"Buckland Sales (Zach Madden), Agent XIII ",,,,Out,,,,0.0,,,,,T,2018,0.0,,Country Club Sue,Dialed In,
2022,M,22KEEJAN,1,3,2022-01-12,928,928,Directorate,Directorate,,,2019-03-08,5,B,F,,BRP,,,,Honor Code,Honor Code,Darnava,Darnava,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XLII ",,,,Champion Racing Stable,,,,5000.0,,,,,T,2019,0.0,,Darnava,Honor Code,
2022,M,22KEEJAN,1,3,2022-01-12,929,929,D'Oiseau Peint,D'Oiseau Peint,,,2019-03-10,5,B,F,,BRP,,,,Honor Code,Honor Code,D'Argent de Miel,D'Argent de Miel,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XLII ",,,,In Front Training Center,,,,3500.0,,,,,T,2019,0.0,,D'Argent de Miel,Honor Code,
2022,M,22KEEJAN,1,3,2022-01-12,930,930,D' Orsay,D' Orsay,,,2011-02-27,13,DB/BR,M,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Forty Marchanta (ARG),Forty Marchanta (ARG),,,,,,0,,Instagrand,2021-05-20,"Sally Thomas, Agent ",,,,"Huron Racing Ventures, LLC",,,,11500.0,,,,,T,2011,0.0,pregnant,Forty Marchanta (ARG),Medaglia d'Oro,
2022,M,22KEEJAN,1,3,2022-01-12,931,931,Dottie,Dottie,,,2018-02-18,7,DB/BR,M,,B,,,,Bernardini,Bernardini,Sweet Swingin,Sweet Swingin,,,,,,0,,Cairo Prince,2021-03-12,Godolphin ,,,,"West Bloodstock, Agent for Repole Stables",,,,85000.0,,,,,T,2018,0.0,pregnant,Sweet Swingin,Bernardini,
2022,M,22KEEJAN,1,3,2022-01-12,932,932,Downtown Drifter,Downtown Drifter,,,2005-05-18,19,DB/BR,M,,B,,,,Devil His Due,Devil His Due,Sheba's Step,Sheba's Step,,,,,,0,,Army Mule,2021-05-08,"Buckland Sales (Zach Madden), Agent XXXIX ",,,,"San Francisco Stables, LLC",,,,3500.0,,,,,T,2005,0.0,pregnant,Sheba's Step,Devil His Due,
2022,M,22KEEJAN,1,3,2022-01-12,933,933,Doxology,Doxology,,,2013-04-21,11,CH,M,,B,,,,Songandaprayer,Songandaprayer,Forever Bertie,Forever Bertie,,,,,,0,,American Freedom,2021-05-01,"Hunter Valley Farm, Agent ",,,,David L. Cobb,,,,11000.0,,,,,T,2013,0.0,pregnant,Forever Bertie,Songandaprayer,
2022,M,22KEEJAN,1,3,2022-01-12,934,934,Mackville,Mackville,,,2021-01-23,4,B,C,,Y,,,,Speightster,Speightster,Dynamic Justice,Dynamic Justice,,,,,,0,,,1901-01-01,"Baldwin Bloodstock, Agent III ",,,,Jem Thoroughbred,,,,13500.0,,,,,T,2021,0.0,,Dynamic Justice,Speightster,
2022,M,22KEEJAN,1,3,2022-01-12,935,935,Breezer,Breezer,,,2021-02-27,3,B,C,,Y,,,,Medaglia d'Oro,Medaglia d'Oro,Elsaabiqaat (GB),Elsaabiqaat (GB),,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2021,0.0,,Elsaabiqaat (GB),Medaglia d'Oro,
2022,M,22KEEJAN,1,3,2022-01-12,936,936,Elude,Elude,,,2014-02-05,11,DB/BR,M,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Forty Marchanta (ARG),Forty Marchanta (ARG),,,,,,0,,Street Sense,2021-03-31,Godolphin ,,,,"International Equities Holding, Inc.",,,,105000.0,,,,,T,2014,0.0,pregnant,Forty Marchanta (ARG),Medaglia d'Oro,
2022,M,22KEEJAN,1,3,2022-01-12,937,937,No Hard Feelings,No Hard Feelings,,,2021-04-12,3,CH,F,,Y,,,,Klimt,Klimt,Erma Lee,Erma Lee,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LX ",,,,Out,,,,0.0,,,,,T,2021,0.0,,Erma Lee,Klimt,
2022,M,22KEEJAN,1,3,2022-01-12,938,938,Expressly Yours,Expressly Yours,,,2010-03-15,14,B,M,,B,,,,Big Brown,Big Brown,Jo Zak,Jo Zak,,,,,,0,,Higher Power,2021-05-19,"Taylor Made Sales Agency, Agent LIV ",,,,"R.N.A. (10,000)",,,,10000.0,,,,,T,2010,0.0,pregnant,Jo Zak,Big Brown,
2022,M,22KEEJAN,1,3,2022-01-12,939,939,Eye Vow,Eye Vow,,,2009-04-19,15,CH,M,,B,,,,Broken Vow,Broken Vow,Buckeye Search,Buckeye Search,,,,,,0,,Gormley,2021-04-02,"Taylor Made Sales Agency, Agent LXIII ",,,,Devin Cipperley,,,,3000.0,,,,,T,2009,0.0,pregnant,Buckeye Search,Broken Vow,
2022,M,22KEEJAN,1,3,2022-01-12,940,940,Factoire,Factoire,,,2018-02-20,6,B,F,,BRP,,,,The Factor,The Factor,Galetoire,Galetoire,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XXIV ",,,,Pegasus Stud,,,,23000.0,,,,,T,2018,0.0,,Galetoire,The Factor,
2022,M,22KEEJAN,1,3,2022-01-12,941,941,Fairy Keri,Fairy Keri,,,2019-03-16,5,B,F,,BRP,,,,Fed Biz,Fed Biz,Keri's Snowman,Keri's Snowman,,,,,,0,,,1901-01-01,"Legacy Bloodstock, Agent XV ",,,,Erin Fisher,,,,2000.0,,,,,T,2019,0.0,,Keri's Snowman,Fed Biz,
2022,M,22KEEJAN,1,3,2022-01-12,942,942,Fancy Ribbons,Fancy Ribbons,,,2011-04-07,13,CH,M,,B,,,,Perfect Soul (IRE),Perfect Soul (IRE),Fancy Clancy,Fancy Clancy,,,,,,0,,Silent Name (JPN),2021-06-06,"Hill 'n' Dale Sales Agency, Agent ",,,,Michael J. Wood,,,,1500.0,,,,,T,2011,0.0,not pregnant,Fancy Clancy,Perfect Soul (IRE),
2022,M,22KEEJAN,1,3,2022-01-12,943,943,Favorite Impulse,Favorite Impulse,,,2017-04-05,7,DB/BR,M,,BRP,,,,Langfuhr,Langfuhr,Capricious Miss (GB),Capricious Miss (GB),,,,,,0,,,1901-01-01,"St George Sales, Agent XX ",,,,Sal Perito,,,,5500.0,,,,,T,2017,0.0,,Capricious Miss (GB),Langfuhr,
2022,M,22KEEJAN,1,3,2022-01-12,944,944,Hard to Forget,Hard to Forget,,,2021-01-24,4,DB/BR,F,,Y,,,,Runhappy,Runhappy,Final Adventure,Final Adventure,,,,,,0,,,1901-01-01,"Baldwin Bloodstock, Agent II ",,,,"Hidden Brook, Agent",,,,40000.0,,,,,T,2021,0.0,,Final Adventure,Runhappy,
2022,M,22KEEJAN,1,3,2022-01-12,945,945,Ticket to the Top,Ticket to the Top,,,2021-03-18,3,CH,C,,Y,,,,Tapiture,Tapiture,Fine Candy,Fine Candy,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LIX ",,,,Don Danard,,,,32000.0,,,,,T,2021,0.0,,Fine Candy,Tapiture,
2022,M,22KEEJAN,1,3,2022-01-12,946,946,Firdaws,Firdaws,,,2009-02-26,15,B,M,,B,,,,Mr. Greeley,Mr. Greeley,Eswarah (GB),Eswarah (GB),,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Out,,,,0.0,,,,,T,2009,0.0,not mated,Eswarah (GB),Mr. Greeley,
2022,M,22KEEJAN,1,3,2022-01-12,947,947,Adios Pablo,Adios Pablo,,,2021-02-25,3,DB/BR,C,,Y,,,,More Than Ready,More Than Ready,Firdaws,Firdaws,,,,,,0,,,1901-01-01,"Bluewater Sales LLC, Agent V ",,,,Big Oak Farms,,,,3000.0,,,,,T,2021,0.0,,Firdaws,More Than Ready,
2022,M,22KEEJAN,1,3,2022-01-12,948,948,Cool Totty,Cool Totty,,,2021-03-19,3,DB/BR,F,,Y,,,,Tourist,Tourist,First Kiss,First Kiss,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Big Oak Farms,,,,1100.0,,,,,T,2021,0.0,,First Kiss,Tourist,
2022,M,22KEEJAN,1,3,2022-01-12,949,949,Callie Rae,Callie Rae,,,2021-04-28,3,B,F,,Y,,,,Leofric,Leofric,Five Songs,Five Songs,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LXXI ",,,,"LB, Agent for FCFS",,,,18000.0,,,,,T,2021,0.0,,Five Songs,Leofric,
2022,M,22KEEJAN,1,3,2022-01-12,950,950,Floss Dancer,Floss Dancer,,,2016-04-05,8,DB/BR,M,,B,,,,Shakin It Up,Shakin It Up,Jeweled Lady,Jeweled Lady,,,,,,0,,Mitole,2021-05-04,"Nursery Place, Agent ",,,,Omar Aldabbagh,,,,45000.0,,,,,T,2016,0.0,pregnant,Jeweled Lady,Shakin It Up,
2022,M,22KEEJAN,1,3,2022-01-12,951,951,Forty Winds,Forty Winds,,,2015-03-01,9,CH,M,,B,,,,Forty Tales,Forty Tales,Sea Wind,Sea Wind,,,,,,0,,Shancelot,2021-05-10,"Buck Pond Farm (Douglas S. Arnold), Agent I ",,,,Out,,,,0.0,,,,,T,2015,0.0,pregnant,Sea Wind,Forty Tales,
2022,M,22KEEJAN,1,3,2022-01-12,952,952,Fractorzation,Fractorzation,,,2017-01-20,8,DB/BR,M,,BP,,,,The Factor,The Factor,Lapsang,Lapsang,,,,,,0,,,1901-01-01,"Legacy Bloodstock, Agent I ",,,,"Sir Frederick Stables, LLC",,,,1000.0,,,,,T,2017,0.0,,Lapsang,The Factor,
2022,M,22KEEJAN,1,3,2022-01-12,953,953,Frosted Folly,Frosted Folly,,,2018-04-12,6,GR/RO,F,,BRP,,,,Frosted,Frosted,Helena's Triomphe,Helena's Triomphe,,,,,,0,,,1901-01-01,"St George Sales, Agent VII ",,,,"Phyllis Jones, Agent",,,,6000.0,,,,,T,2018,0.0,,Helena's Triomphe,Frosted,
2022,M,22KEEJAN,1,3,2022-01-12,954,954,Teddyistrucking,Teddyistrucking,,,2021-02-23,3,B    ,F,,Y,,,,Midnight Storm,Midnight Storm,Gateau St Honore,Gateau St Honore,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Big Oak Farms,,,,2200.0,,,,,T,2021,0.0,,Gateau St Honore,Midnight Storm,
2022,M,22KEEJAN,1,3,2022-01-12,955,955,Gateau,Gateau,,,2017-04-26,7,CH,M,,B,,,,Super Saver,Super Saver,With Sugar On Top,With Sugar On Top,,,,,,0,,Street Boss,2021-03-06,Godolphin ,,,,Rebecca Farms LLC,,,,22000.0,,,,,T,2017,0.0,pregnant,With Sugar On Top,Super Saver,
2022,M,22KEEJAN,1,3,2022-01-12,956,956,Gauche,Gauche,,,2013-03-23,11,B,M,,B,,,,Smart Strike,Smart Strike,Bickersons,Bickersons,,,,,,0,,Daredevil,2021-05-18,"Baldwin Bloodstock, Agent IV ",,,,Alistair Roden Bloodstock,,,,30000.0,,,,,T,2013,0.0,pregnant,Bickersons,Smart Strike,
2022,M,22KEEJAN,1,3,2022-01-12,957,957,Giant's Jewel,Giant's Jewel,,,2010-03-03,14,CH,M,,B,,,,Giant's Causeway,Giant's Causeway,Jasmine Jewel,Jasmine Jewel,,,,,,0,,Cairo Prince,2021-05-31,"Pope McLean (Crestwood Farm), Agent III ",,,,Jay Goodwin / Cary Bloodstock,,,,3500.0,,,,,T,2010,0.0,not pregnant,Jasmine Jewel,Giant's Causeway,
2022,M,22KEEJAN,1,3,2022-01-12,958,958,Guillermina,Guillermina,,,2021-04-10,3,B    ,F,,Y,,,,Tapizar,Tapizar,Gio Pronto,Gio Pronto,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Maloones Stable,,,,2700.0,,,,,T,2021,0.0,,Gio Pronto,Tapizar,
2022,M,22KEEJAN,1,3,2022-01-12,959,959,Chica Music,Chica Music,,,2021-02-27,3,B,F,,Y,,,,Tapiture,Tapiture,Glencoe Girl,Glencoe Girl,,,,,,0,,,1901-01-01,"Wynnstay Sales, Agent III ",,,,Arga Racing Stable,,,,7500.0,,,,,T,2021,0.0,,Glencoe Girl,Tapiture,
2022,M,22KEEJAN,1,3,2022-01-12,960,960,Global Ambition,Global Ambition,,,2017-03-22,7,DB/BR,M,,BRP,,,,Ghostzapper,Ghostzapper,Judy Legend,Judy Legend,,,,,,0,,,1901-01-01,"Denali Stud, Agent I ",,,,"West Bloodstock, Agent for Repole Stables",,,,100000.0,,,,,T,2017,0.0,,Judy Legend,Ghostzapper,
2022,M,22KEEJAN,1,3,2022-01-12,961,961,Glorietta Bay,Glorietta Bay,,,2009-03-14,15,CH,M,,B,,,,A.P. Indy,A.P. Indy,Miss Coronado,Miss Coronado,,,,,,0,,Street Boss,2021-03-04,Godolphin ,,,,Jose Rodriguez,,,,17000.0,,,,,T,2009,0.0,pregnant,Miss Coronado,A.P. Indy,
2022,M,22KEEJAN,1,3,2022-01-12,962,962,Crusin Like a Cat,Crusin Like a Cat,,,2021-01-17,4,CH,F,,Y,,,,Catalina Cruiser,Catalina Cruiser,Go and Wander,Go and Wander,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent LI ",,,,"R.N.A. (47,000)",,,,47000.0,,,,,T,2021,0.0,,Go and Wander,Catalina Cruiser,
2022,M,22KEEJAN,1,3,2022-01-12,963,963,Glitter Bomb,Glitter Bomb,,,2021-05-09,3,CH,F,,Y,,,,Daddy Long Legs,Daddy Long Legs,Gone Surfin',Gone Surfin',,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XLIX ",,,,Out,,,,0.0,,,,,T,2021,0.0,,Gone Surfin',Daddy Long Legs,
2022,M,22KEEJAN,1,3,2022-01-12,964,964,Wosol,Wosol,,,2021-05-16,3,B    ,C,,Y,,,,Paynter,Paynter,Gracequinnannamady,Gracequinnannamady,,,,,,0,,,1901-01-01,"Denali Stud, Agent XV ",,,,Majed Alabdulkarim,,,,6000.0,,,,,T,2021,0.0,,Gracequinnannamady,Paynter,
2022,M,22KEEJAN,1,3,2022-01-12,965,965,Gracewood,Gracewood,,,2011-02-08,14,B,M,,B,,,,Unbridled's Song,Unbridled's Song,Miss Abita,Miss Abita,,,,,,0,,Honor A. P.,2021-05-08,"St George Sales, Agent XIX ",,,,John Funkhouser,,,,22000.0,,,,,T,2011,0.0,pregnant,Miss Abita,Unbridled's Song,
2022,M,22KEEJAN,1,3,2022-01-12,966,966,Gran Chemin,Gran Chemin,,,2017-01-09,8,CH,M,,BRP,,,,Constitution,Constitution,Katouni,Katouni,,,,,,0,,,1901-01-01,"Pope McLean (Crestwood Farm), Agent IV ",,,,R.C. Cline Thoroughbreds,,,,16000.0,,,,,T,2017,0.0,,Katouni,Constitution,
2022,M,22KEEJAN,1,3,2022-01-12,967,967,Winnierose,Winnierose,,,2020-03-20,4,GR/RO,F,,BRP,,,,Conveyance,Conveyance,Grimace,Grimace,,,,,,0,,,1901-01-01,Penn Sales ,,,,La Nora LLC,,,,13000.0,,,,,T,2020,0.0,,Grimace,Conveyance,
2022,M,22KEEJAN,1,3,2022-01-12,968,968,Bell Dozer,Bell Dozer,,,2021-02-17,4,DB/BR,C,,Y,,,,Coal Front,Coal Front,Grogger,Grogger,,,,,,0,,,1901-01-01,"Hunter Valley Farm, Agent ",,,,Ronaldo Rodas,,,,7000.0,,,,,T,2021,0.0,,Grogger,Coal Front,
2022,M,22KEEJAN,1,3,2022-01-12,969,969,Guise,Guise,,,2013-04-10,11,GR/RO,M,,B,,,,Exchange Rate,Exchange Rate,Red Herring,Red Herring,,,,,,0,,Alliance,2021-05-23,"Ballysax Bloodstock, Agent X ",,,,Reese Racing LLC,,,,7000.0,,,,,T,2013,0.0,pregnant,Red Herring,Exchange Rate,
2022,M,22KEEJAN,1,3,2022-01-12,970,970,Gulf View,Gulf View,,,2014-04-25,10,B,M,,B,,,,Malibu Moon,Malibu Moon,Hi Beautiful,Hi Beautiful,,,,,,0,,Mo Town,2021-02-26,"Buckland Sales (Zach Madden), Agent IX ",,,,Regan Wright,,,,15000.0,,,,,T,2014,0.0,pregnant,Hi Beautiful,Malibu Moon,
2022,M,22KEEJAN,1,3,2022-01-12,971,971,Hannah's Haven,Hannah's Haven,,,2019-02-09,6,DB/BR,F,,BRP,,,,Street Sense,Street Sense,Miss Hetty,Miss Hetty,,,,,,0,,,1901-01-01,"ELiTE, Agent ",,,,Rags Bloodstock,,,,25000.0,,,,,T,2019,0.0,,Miss Hetty,Street Sense,
2022,M,22KEEJAN,1,3,2022-01-12,972,972,Happy Harmony,Happy Harmony,,,2018-02-13,7,B,M,,B,,,,Runhappy,Runhappy,Melodic,Melodic,,,,,,0,,Flameaway,2021-03-26,"Legacy Bloodstock, Agent for Hedberg Hall ",,,,Jeff Ramey,,,,20000.0,,,,,T,2018,0.0,pregnant,Melodic,Runhappy,
2022,M,22KEEJAN,1,3,2022-01-12,973,973,Mrs. Rip,Mrs. Rip,,,2021-05-11,3,CH,F,,Y,,,,Speightster,Speightster,Haute Couture,Haute Couture,,,,,,0,,,1901-01-01,"Mulholland Farm, Agent ",,,,Out,,,,0.0,,,,,T,2021,0.0,,Haute Couture,Speightster,
2022,M,22KEEJAN,1,3,2022-01-12,974,974,Heywards Park,Heywards Park,,,2012-03-05,12,B,M,,B,,,,Tiznow,Tiznow,Gemswick Park,Gemswick Park,,,,,,0,,Midnight Storm,2021-06-22,"Taylor Made Sales Agency, Agent LVII ",,,,Beckham Ranch,,,,9000.0,,,,,T,2012,0.0,pregnant,Gemswick Park,Tiznow,
2022,M,22KEEJAN,1,3,2022-01-12,975,975,Holiday Jazz,Holiday Jazz,,,2018-01-15,7,CH,F,,BRP,,,,First Samurai,First Samurai,Alma Llanera,Alma Llanera,,,,,,0,,,1901-01-01,"Denali Stud, Agent XX ",,,,Out,,,,0.0,,,,,T,2018,0.0,,Alma Llanera,First Samurai,
2022,M,22KEEJAN,1,3,2022-01-12,976,976,Sturdy,Sturdy,,,2021-05-20,3,B,C,,Y,,,,Mitole,Mitole,Holidays Saratoga,Holidays Saratoga,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent V ",,,,Rexy Bloodstock,,,,100000.0,,,,,T,2021,0.0,,Holidays Saratoga,Mitole,
2022,M,22KEEJAN,1,3,2022-01-12,977,977,No Horse,No Horse,,,2021-05-02,3,CH,F,,Y,,,,Vino Rosso,Vino Rosso,Hot Rendezvous,Hot Rendezvous,,,,,,0,,,1901-01-01,"Nursery Place, Agent ",,,,"West Bloodstock, Agent for Repole Stables",,,,80000.0,,,,,T,2021,0.0,,Hot Rendezvous,Vino Rosso,
2022,M,22KEEJAN,1,3,2022-01-12,978,978,On the Hour,On the Hour,,,2019-03-07,5,DB/BR,F,,BP,,,,Lord Nelson,Lord Nelson,Hour Glass,Hour Glass,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XXXVI ",,,,Borden Farm / John McKee,,,,5000.0,,,,,T,2019,0.0,,Hour Glass,Lord Nelson,
2022,M,22KEEJAN,1,3,2022-01-12,979,979,Passing Bayou,Passing Bayou,,,2021-04-26,3,CH   ,F,,Y,,,,Chitu,Chitu,How's Bayou,How's Bayou,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XLIX ",,,,"R.N.A. (4,500)",,,,4500.0,,,,,T,2021,0.0,,How's Bayou,Chitu,
2022,M,22KEEJAN,1,3,2022-01-12,980,980,Oishi,Oishi,,,2021-03-01,3,DB/BR,C,,Y,,,,Divisidero,Divisidero,Imaginary Saint,Imaginary Saint,,,,,,0,,,1901-01-01,"Taylor Made Sales Agency, Agent XLI ",,,,Arga Racing Stable,,,,15000.0,,,,,T,2021,0.0,,Imaginary Saint,Divisidero,
2022,M,22KEEJAN,1,3,2022-01-12,981,981,Impetuous Youth,Impetuous Youth,,,2011-05-02,13,B,M,,B,,,,Candy Ride (ARG),Candy Ride (ARG),I Believe in You,I Believe in You,,,,,,0,,Mo Town,2021-03-10,"Taylor Made Sales Agency, Agent XIII ",,,,Roig LLC,,,,11000.0,,,,,T,2011,0.0,pregnant,I Believe in You,Candy Ride (ARG),
